Tweet,Nilai,,Tidak Percaya,Percaya
"@JLukup Aku tidak mengerti penjelasan BPOM mengenai penilaian thdp vaksin nusantara yg dilakukan dari mana, yg jelas pembuat vaksin nusantara juga dari kedokteran dan para ahli dibidangnya dg ilmu yg sama, skr tinggal nunggu mana yg berhsil, kalau aku ya prcaya sama dr. Terawan &amp; teamnya",Percaya,,,
"08.55 #BeritaSONORA - Anggota DPR Ikut Uji Klinis, Semua Fraksi Komisi IX Disebut Dukung Pembuatan Vaksin Nusantara https://t.co/OylNK36vOO via @KompasTV",Percaya,,,
"Mufti Besar Arab Sasudi Sheikh Abdul Aziz al-Asheikh menegaskan, vaksin aman Covid-19 ngga membatalkan puasa. 

Sebab diberikan lewat injeksi, sehingga tidak dianggap sebagai makanan dan minuman.",Percaya,,,
"Anggota DPR Ikut Uji Klinis, Semua Fraksi Komisi IX Disebut Dukung Pembuatan Vaksin Nusantara https://t.co/5PNURISTA4 https://t.co/WWojdrCCN6",Percaya,,,
Jadi  Vaksin Aman dilakukan siang hari karena nggak membatalkan puasa. https://t.co/fxeOv2aAAh,Percaya,,,
"Gimana gaes? Jangan bimbang dan ragu lagi jika kalian mendapat giliran vaksin di bulan ramadhan ini ya? InsyaAllah aman dan tdk membatalkan puasa kalian kok. 
Ok gaes, sehat-sehat yaa kalian semuaa",Percaya,,,
@fitrian Sip kalo gitu vaksin aman ya,Percaya,,,
"Pemerintah terus mendorong pengembangan vaksin dalam negeri
https://t.co/InLIIOoFPu",Percaya,,,
"Mantan Panglima TNI ikuti pengambilan sampel darah untuk vaksin Nusantara. 

#merahputihcom #panglimatni #sampeldarah #vaksinnusantara #vaksincovid19 
https://t.co/ULSZNOOfwO",Percaya,,,
"Yuk, singkirkan ragu dan cemas.
Kepastian vaksin aman, sudah berdasarkan ijtihad para ulama.

Vaksinasi, demi kesehatan diri sendiri, dan terwujudnya kekebalan kelompok. 
Semoga kita segera terbebas dari pandemi ini. https://t.co/PWnhVD6ypr",Percaya,,,
aku suda vaksin apakah kelen sudaaaa?,Percaya,,,
"Berdasar fatwa MU dan Ijtihad para ulama vaksin ini aman dan bisa disuntikkan kepada masyarakat yang sedang berpuasa. 

Karena tidak membatalkan puasa. Yuk vaksinasi https://t.co/MHOcRhbZzc",Percaya,,,
"Dalam Fikih syafi'iyah juga dijelaskan jika Vaksin Aman saat berpuasa. Tidak membatalkan puasa atau merusak puasa kita.

Yang dapat giliran jangan ragu lagi yaa untuk vaksinasi https://t.co/dfFSx2oFrk",Percaya,,,
"Oke kita bahas satu-satu ya.
Pertama, vaksin kan disuntikkan ke dalam tubuh bukan di bagian yang terbuka. Vaksin juga bukan makanan dan minuman, jadi vaksin aman dilakukan selama puasa Ramadan https://t.co/sAvEB3z7co",Percaya,,,
"* Polsek Liukang Tangaya Polres Pangkep On Tweet News *

"" Ayo vaksin, lawan Covid-19 dengan Vaksinasi "".

@divisihumaspolri #polripresisi #poldasulsel https://t.co/qVDU4MJ5q8",Percaya,,,
Vaksinasi justru malah memperkuat imun kita karena puasa berfungsi sebagai detoksifikasi. Hal ini membuat vaksin aman saat berpuasa dan fungsinya malah lebih bekerja efektif. https://t.co/7JmJzNh2vS,Percaya,,,
"MUI Jawa Timur juga memastikan jika vaksinasi di bulan puasa ini tidak batalkan puasa.
Dengan begitu jelas kan, vaksin aman, dengan landasan yang jelas https://t.co/pszbc9Z2V4",Percaya,,,
"Ayo jangan takut dan ragu untuk di vaksin, Karena vaksin covid-19 itu aman dan halal. https://t.co/w90sk6caOC",Percaya,,,
Hari ini nyokap vaksin ke 2👏👏👏,Percaya,,,
"@ponxx2020papua Makin matang aja nih persiapan PON, sampe mikir vaksin ke masyarakat sekitar vanue, aku sih setuju",Percaya,,,
jadi kalo ada yg takut puasanya batal karena vaksin.. kasih tahu aja fatwa no. 13 (2021)dari MUI kalo disuntik vaksin aman walaupun dalam keadaan berpuasa. https://t.co/enRD47gdMJ,Percaya,,,
"Selain di Surabaya, pemkot DKI Jakarta juga memastikan program vaksinasi Covid-19 di Jakarta tetap berjalan sesuai jadwal meskipun penerima vaksin sedang menjalankan ibadah puasa. 

Vaksin Aman menjadi hal penting ditengah banyak keraguan dari masyarakat https://t.co/0gObcFHvh0",Percaya,,,
Selain adanya fatwa vaksin aman saat berpuasa (ga membatalkan puasa) ada fatwa test swab juga aman untuk yg berpuasa https://t.co/7z9g22BhZL,Percaya,,,
"Dapat jadwal vaksin pas puasa Ramadan? nanti batal gak sih puasanya? Tenang aja gaes menurut fatwa MUI vaksin aman dan gak bikin puasa kalian jadi batal.

THREAD https://t.co/ga0IuMBfvX",Percaya,,,
"Vaksin aman, vaksinasi bisa dilakukan, tentunya memperhatikan kondisi kesehatan. https://t.co/sSPXnBvX8u",Percaya,,,
"Hal ini diperkuat dengan dikeluarkannya Fatwa Majelis Ulama Indonesia Nomor 13 tahun 2021 yang menyatakan bahwa Vaksinasi Covid 19 tidak merusak puasa umat Islam Indonesia.

Vaksin Aman Ibadah Nyaman. https://t.co/BBQGhHlB5v",Percaya,,,
Bahagia itu ktk selesai mengantar ibuk (80) yg sudah merampungkan kewajibannya dua kali vaksin #COVID19,Percaya,,,
Pemerintah daerah diminta juga ikut mensosialisasikan hal terkait Vaksin Aman ini. Terutama mengenai ibadah puasa. Sebagai contoh Pemkot Surabaya bersama MUI setempat saat ini gencar mengadakan sosialisasi mengenai kegiatan vaksinasi di Bulan Ramadhan https://t.co/SOKB2nNRbs,Percaya,,,
@BudiGSadikin Ibuk saya usia 80 alhamdulillah sudah dua kali vaksin. Tidak ada kendala dan tambah sehat lahir batin,Percaya,,,
"Sekalipun vaksinasi siang hari, ngga masalah kok.
Kan kita udah tahu persis, vaksin aman, ibadah puasa engga batal. https://t.co/WIZUUCndyC",Percaya,,,
"Tetapi kemarin adikku yang sudah di vaksin smp 2 kali karena sedang tugas sama sekali tidak ada efek samping, jadi vaksin aman - aman aja",Percaya,,,
"Kepastian vaksin aman ini, untuk menghilangkan keraguan masyarakat.
Dengan vaksinasi yang semakin merata, kita berharap herd immunity lekas tercapai.
Pastinya semua pengin kondisi normal kembali",Percaya,,,
@f4kr0ls00d Dua orang anak saya  frontliners sudah lengkap vaksin 2 dos (Pfizer). Alhamdulillah they're fine.,Percaya,,,
"[ INSHARE ]

Hasil Analisis Terbaru Vaksin COVID-19 Pfizer Efektif 100%

Pfizer, BioNTech Menegaskan Khasiat Tinggi, Tidak Ada Masalah Keamanan Serius dalam Analisis Topline Terbaru Vaksin COVID-19. https://t.co/cirNakYpnW",Percaya,,,
"@HeyyFarahhhh Jd pengen divaksin cepet2, mumpung sinovac masih dipake

Kalo belakangan, gw bisa aja dpt pfizer atau AstraZeneca",Percaya,,,
"Hasil uji klinis 6 bulan #vaksinCorona #Pfizer ke 46 ribu sukarelawan tunjukkan 91% efektif #lawanCovid19. Sudah memenuhi syarat FDA untuk persetujuan penuh! #pakaimasker #jagajarak #cucitangan

https://t.co/CSfNnX5UFp",Percaya,,,
"Derap Langkah Membangun
Vaksin Covid-19 Pfizer-BioNTech dan Moderna diklaim aman dan efektif pada ibu hamil dan menyusui. Berikut hasil studi yang menyatakannya. https://t.co/9bNqnTYirF",Percaya,,,
"@ferizandra @SridianaEva Untuk perjalanan ke Eropa atau USA harus menyertakan sertifikat vaksin yg disetujui oleh WHO dan EMA (European Medical Agency). 

Jenis vaksin yang disetujui EMA : Pfizer-BioNTech, COVID-19 Vaccine Moderna, dan COVID-19 Vaccine AstraZeneca.",Percaya,,,
"Moderna Klaim Vaksin Covid-19 Buatannya Masih Beri Perlindungan Kuat Selama 6 Bulan: Perusahaan juga mulai menguji vaksin versi baru yang menargetkan varian baru virus corona yang mengkhawatirkan, yang mulanya teridentifikasi di Afrika Selatan dan yang… https://t.co/mol8bjee3I",Percaya,,,
Moderna Klaim Vaksinnya Beri Perlindungan Kuat Enam Bulan https://t.co/p9BvVXGrJd https://t.co/5e8pyGFrRq,Percaya,,,
Vaksin Moderna Punya Perlindungan Kuat hingga 6 Bulan https://t.co/6qIk2SOzsQ via @harianbatampos,Percaya,,,
Moderna: Perlindungan vaksin COVID kami masih kuat sampai 6 bulan - @antarakalbar  ANTARA News Kalimantan Barat https://t.co/BW5YCUwLwg,Percaya,,,
Vaksin Moderna Beri Perlindungan dari Covid-19 hingga 6 Bulan https://t.co/Oye4qG8Hqb https://t.co/FYHGjZhTw8,Percaya,,,
Vaksin Moderna Beri Perlindungan dari Covid-19 hingga 6 Bulan https://t.co/Ngg3p8VLlc https://t.co/q12QvTiFBu,Percaya,,,
Vaksin Moderna Beri Perlindungan dari Covid-19 hingga 6 Bulan https://t.co/wFPbECivSC,Percaya,,,
Moderna klaim perlindungan vaksin COVID masih kuat sampai enam bulan - ANTARA News Jawa Barat https://t.co/h2GUjlErBF,Percaya,,,
Moderna Klaim Bahwa Vaksin Covid-19 Buatannya Melindungi Hingga 6 Bulan https://t.co/ndiRlhvJCz,Percaya,,,
Moderna: Perlindungan Vaksin Covid-19 Kami Kuat Sampai Enam Bulan https://t.co/8YzYhhHMsk,Percaya,,,
Moderna: Perlindungan Vaksin Covid-19 Kami Kuat Sampai Enam Bulan #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/fcSvG1rYxe,Percaya,,,
"Setelah Dosis Kedua, Perlindungan Vaksin Covid-19 Moderna Tahan 6 Bulan https://t.co/cIA7drUCHi",Percaya,,,
@null Moderna: Perlindungan Vaksin Covid-19 Kami Kuat Sampai Enam Bulan Moderna mengkl  https://t.co/DsVh9YDdoy,Percaya,,,
"Pada Maret lalu, Moderna mulai menguji tiga pendekatan untuk memperkuat vaksin agar melindungi terhadap varian baru.  https://t.co/wOKa251oBi",Percaya,,,
@null Vaksin Moderna masih beri perlindungan kuat selepas enam bulan Kadar keberkesana  https://t.co/eSmvjl4yUm,Percaya,,,
Vaksin Moderna masih beri perlindungan kuat selepas enam bulan https://t.co/xxydHvs4zR,Percaya,,,
"Moderna mengklaim vaksin COVID-19 buatannya menunjukkan perlindungan yang kuat hingga enam bulan setelah pemberian dosis kedua.
https://t.co/oFvOFqbOJR",Percaya,,,
Vaksin COVID-19 Moderna Berikan Proteksi Selama 6 Bulan https://t.co/FeA62kzQ2Z,Percaya,,,
Vaksin COVID-19 Moderna Berikan Proteksi Selama 6 Bulan https://t.co/EMVFCJ4NAm,Percaya,,,
"Tahukah Anda teknologi mRNA diteliti oleh imigran #AS yg berasal dari Hungaria, Katalin Kariko sejak 1990an? Vaksin mRNA dari Pfizer dan Moderna sudah diteliti puluhan tahun dan terbukti aman! #lawanCovid19 #pakaimasker #jagajarak #cucitangan

https://t.co/kaQHQ2rkpe",Percaya,,,
@dr_koko28 Arab Saudi memiliki standar kualitas tersendiri. Yang dipakai Arab Saudi adalah vaksin Pfizer dan Moderna yang sudah diakui WHO.,Percaya,,,
Vaksin Moderna dan Pfizer menjadi 2 vaksin yang dalam waktu dekat akan dipakai di Indonesia. #kumparanNews https://t.co/8RqdeWYdWd,Percaya,,,
"@PutraErlangga_ Arab Saudi pakainya 3 vaksin buat rakyatnya. Pfizer, Moderna dan Astrazaneca yang sudah terdaftar di WHO.",Percaya,,,
@sillysampi Kalo uda trlanjur divaksin merek china terus bs ga ambil vaksin lg merek johnson n johnson atau moderna?,Percaya,,,
"@kumparan KURANG efektif gaes, BUKAN TIDAK efektif. Udah baca perbandingan tingkat keefektifan beberapa merk vaksin (Pfizer, Sinovac, Moderna, dll)? Klo dr perbandingan yg aku bc sih mmg PALING efektif itu ya Pfizer, tp harga nya jg luar biasa..",Percaya,,,
"First dose of Sinovac vaccine done 🥰

Thank you, Lord 🙏 https://t.co/UUAXSPU9Gu",Percaya,,,
"@yaya__nh Iyaaaa. Gue tadi liat random thread dan banyak yang: saya mau ikut uji klinis demi negara, jangan dihalang2i dong karya bangsa - pasti lebih baik dari Sinovac. Naonnnn.",Percaya,,,
"@zarazettirazr @KompasTV BPOM menjamin.
Plus Sinovac dan Astra sudah ada jurnal medis yang bisa diakses ...",Percaya,,,
"Terlepas dari desas desus efektifitas vaksin sinovac yang katanya begitu begini, ya akhirnya memang harus ikut divaksinasi.
💉 https://t.co/Vmzxapbp2c",Percaya,,,
"Kamis, 15 April 2021 Bripka Lukman S. selaku Bhabinkamtibmas Ds. Gatak Melaksanakan pengamanan dan monitoring di Gd. Graha Karya Utama Ds. Gatak dilaksanakan penyuntikan Vaksin Covid 19  Sinovac Tahap II kepada para Lansia Ds. Gatak yang berjumlah 100 orang. https://t.co/rOYpF1BLqL",Percaya,,,
@BBCIndonesia Artinya Sinovac masih lebih aman ya dibandingkan AstraZeneca dan Johnson &amp; Johnson 😁😄,Percaya,,,
"@na_dirs Ya udah mending Import vaksin dari Pfizer , moderna, sputnik , Johnson &amp; Johnson,  Sinovac, Sinopharm, AstraZeneca dari luar  ajalah ... lebih nyaman .. 
🤣😄😁",Percaya,,,
Terima kasih sudah memilih saya menjadi sukarelawan uji klinis vaksin Sinovac. Terima kasih para tenaga ahli dan dokter² yg baiiik dan ramah bgt 😊😊 semoga semuanya sehat² &amp; semoga pandemi ini segera selesai 🙏 https://t.co/Ky3KStctzu,Percaya,,,
Vaksin pertama done. Selamat bergabung ditubuhq sinovac 😌,Percaya,,,
"Tentu program vaksinasi corona sinovac merupakan salah satu ikhtiar manusia untuk mencegah penularan Covid-19. Namun tetap ini hanya upaya manusia sedangkan yang menentukan segalanya adalah Allah SWT
#BuletinTasamuh
#Covid19
#VaksinasiCovid https://t.co/Pv8qGJwfw2",Percaya,,,
"@___Mr_J03n4____ @ZAINALA59664337 Semua vaksin mempunyai efek hampir sama. Malah Astrazeneca byk menggigil panas dingin, pusing, mual2, muntah tp hanya bersifat sementara, sy memakai sinovac hanya otot pegal2 sebentar, agak pusing dan demam... Tp semua hya reaksi sementara, juga tergantung kondisi fisik masing2",Percaya,,,
"@schokocatcher Mgkn kalau pilihannya dua itu kayaknya yg resikonya lbh minim itu sinovac ya. Keluargaku pake itu jg kmrn dan alhamdulillah baik2 aja, cm pegel dibagian disuntik doang.
Bisa milih gak kalau di Indonesia misalkan lbh prefer sinovac gitu?",Percaya,,,
"TEGAL, https://t.co/4vRIv28sG4 - Proses vaksinasi Covid-19 jenis Sinovac di Kota Tegal tetap dilaksanakan siang hari selama Bulan Ramadan. Hal itu dilakukan, mengingat tidak adanya larangan dari Majelis Ulama Indonesia (MUI). https://t.co/aXFbkDjBKg",Percaya,,,
Messi beli vaksin Sinovac btw https://t.co/ryOeHD9zUx,Percaya,,,
"So far so good ini Sinovac, paling kemeng doang tangan.

Yuk mari menanti tahap 2 vaksin dengan ttp menjaga kesehatan as always.",Percaya,,,
"Amankan Pelaksanaan Vaksin, Babinsa Koramil 21/Palakka Dampingi Pensiunan TNI AD Suntik Vaksin Sinovac https://t.co/FLT4Av3PMD",Percaya,,,
Ahli Barat Puji Vaksin Sinovac Manjur 100 Persen Tekan Angka Kematian https://t.co/IY4C9Fv8sc,Percaya,,,
Ahli Barat Puji Vaksin Sinovac Manjur 100 Persen Tekan Angka Kematian https://t.co/fzKqcqgPbV,Percaya,,,
"Jika bangsa Indonesia memiliki vaksin nasional, apa pun mereknya, baik vaksin Nusantara, Merah Putih, maupun lainnya, Indonesia akan sejajar dengan negara besar, kata Budi. https://t.co/PSOUVDiBdx",Percaya,,,
"IDI &amp; Jajaran BPOM BERANG !
Agt DPR ikuti Ujicoba klinis vaksin Nusantara.
""Agt DPR dukung para peneliti dan dokter2 yg bikin vaksin, demi kemandirian Indonesia dlm produksi vaksin, tdk tergantung negara lain.
https://t.co/03AYIdogTl
@enny_endah @agengkkk @singgihk8 @Genesis7173",Percaya,,,
"Vaksin Nusantara besutan eks Menteri Kesehatan Terawan Agus Putranto kembali menjadi perbincangan publik usai politikus senior Partai Golkar Aburizal Bakrie (Ical) menjadi relawan dalam uji coba vaksin itu. 
https://t.co/Wd0D0xHizB",Percaya,,,
"Inilah sejumlah tokoh bangsa yang melakukan vaksinasi dengan vaksin nusantara hasil buah karya dari dr. Terawan Agus Putranto.

#Vaksin #vaksinnusantara 
@KemenkesRI @DPR_RI @jokowi https://t.co/C7S1KPMjxF",Percaya,,,
Kemenkes menegaskan mendukung arahan BPOM terkait izin uji klinis vaksin Nusantara. Pengembangan vaksin harus memenuhi kaidah ilmiah yang diakui dan sesuai standar WHO. #kumparanNEWS https://t.co/QWC85NbVf0,Percaya,,,
"Kepala RSPAD: Anggota DPR Menjadi Sampel Vaksin Nusantara  @DPR_RI 
https://t.co/4VGHzCUrNm",Percaya,,,
"Jadi Relawan Vaksin Nusantara, Mantan Panglima TNI:  Demi Bangsa dan Negara  @tni_ad 
https://t.co/K0PzYzQmpQ",Percaya,,,
saya sangat bangga dan mencintai hasil karya putra Indonesia https://t.co/nuHuj2RXdV,Percaya,,,
"IDI &amp; Jajaran BPOM BERANG !
Agt DPR ikuti Ujicoba klinis vaksin Nusantara.
""Agt DPR dukung para peneliti dan dokter2 yg bikin vaksin, demi kedaulatan dan kemandirian Indonesia dlm produksi vaksin, tdk tergantung negara lain.
https://t.co/03AYIdogTl
@MrsRachelIn @ijadz_cs @FNt70",Percaya,,,
RSPAD: Anggota DPR menjadi sampel vaksin Nusantara https://t.co/gy4mZ37sqd,Percaya,,,
"@KompasTV Bukanny kasih masukan sebagai sebuah lembaga...ini malah terkesan nyinyir...padahal baru dlm tahap uji coba.
Tapi sy tetap mendoakan semoga vaksin nusantara ini benar benar bisa terealisasi...🙏🙏",Percaya,,,
Vaksin Nusantara smg terlaksana dgn baik &amp; cepat,Percaya,,,
Ini Alasan Ketua Fraksi PAN DPR Mau Terima Vaksin Nusantara   https://t.co/xpZGX0uwEG,Percaya,,,
"Mantan Panglima TNI Jenderal Purnawirawan Gatot Nurmantyo ikut menjadi relawan dalam uji klinis vaksin Nusantara yang digagas Mantan Menteri Kesehatan Terawan Adi Putranto.

Selengkapnya di: https://t.co/SYA1EGNygQ https://t.co/n2BGDX4oPo",Percaya,,,
@CNNIndonesia Walau saya sdh divaksin tapi saya juga ingin pakai vaksin nusantara. Entah knp saya kok yakin ya dg vaksin ini.,Percaya,,,
Dpr hebat jadi relawan uji vaksin nusantara 👍🏿👍🏽👍🏻,Percaya,,,
"@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI Pak Sudi Silalahi sudah di vaksin Nusantara, ""Sudi menjalani vaksinasi Vaksin Nusantara ia hanya mengatakan: saya ingin memenuhi seruan Bapak Presiden Jokowi untuk mencintai produk dalam negeri! ""(*)

Sumber: https://t.co/fq4KqfQNVD",Percaya,,,
"Goks! Sederet Tokoh dan Anggota DPR Rela Antre Panjang Demi Disuntik Vaksin Nusantara Besutan Dokter Terawan

https://t.co/VAfyPyrROm",Percaya,,,
Kl seandainya sdh ada di jawa timur..sy siap vaksin nusantara https://t.co/xZr88jZcCx,Percaya,,,
"Kalo boleh vaksin mau vaksin Nusantara aja lah wkwkw. 
Heran aja sama petinggi nyari uang gitu amat sampe produk anak bangsa dibikin ruwet. Suoggg",Percaya,,,
"Wakil Ketua Komisi IX DPR Ansory Siregar menyebut pemerintah seharusnya mendukung pengembangan vaksin buatan anak bangsa, yakni vaksin Nusantara dan vaksin Merah Putih. | #VaksinNusantara #VideoKompas https://t.co/B3W9np9tgJ",Percaya,,,
"ALASAN Wakil Ketua DPR hingga Jenderal Purn Gatot Nurmantyo Mau menjadi Relawan Vaksin Nusantara

#vaksinnusantara #terawan #VaksinUntukIndonesia #VaksinCovid19 

https://t.co/Y4qFAXRnFy",Percaya,,,
Peneliti Pastikan Uji Klinis Vaksin Nusantara Penuhi Standar dan Bukan Asal-Asalan https://t.co/5tyn2XeMmB,Percaya,,,
"Saya blm divaksin tp kalo ditawari vaksin nusantara, saya bersedia https://t.co/sDlw4rfhCn",Percaya,,,
@CNNIndonesia Kalau saya dapat kesempatan di vaksin nusantara .. mau banget !!,Percaya,,,
@TeddyGusnaidi Saya percaya dengan Vaksin nusantara.,Percaya,,,
Sejumlah anggota komisi IX DPR RI mendatangi RSPAD Gatot Soebroto. Mereka mengikuti pengambilan darah untuk diproses menjadi vaksin nusantara. https://t.co/ItYSF0wvDM,Percaya,,,
"@pengarang_sajak Lanjutkan pak terawan buat negri ini, buktikan  Bahwa vaksin nusantara itu layak dan sgt layak utk digunakan. Gbi",Percaya,,,
"Vaksin Nusantara, Dahlan Iskan Sebut Sejumlah Tokoh Percaya Kemampuan Terawan https://t.co/80EbcYmow0",Percaya,,,
"@na_dirs Baca di berita2, orang2 yang menaruh kepercayaan kepada dr. Terawan justru yg minta untuk divaksin pakek Vaksin Nusantara. Jika saya boleh memilih, saya juga ingin di vaksin pakek Vaksin bikinan Dalam Negri.",Percaya,,,
"Hari ni, sejumlah anggota DPR RI menjadi relawan dalam uji klinis Vaksin Nusantara
#COVID19 #COVID__19 #COVIDー19 #coronavirus #COVID #CoronaUpdate #Covid_19 #Corona #VirusCorona #updatecorona #pakaimasker
https://t.co/D14twOwwKe",Percaya,,,
@liputan6dotcom @msaid_didu Vaksin Nusantara/Vaksin Merah Putih prodak bangsa kita yg membanggakan tuk Covid-19.,Percaya,,,
Anggota DPR hari ini ramai-ramai menjadi relawan uji klinis vaksin Nusantara. https://t.co/8xGx9iGj6K,Percaya,,,
"Anggota DPR Ikut Proses Vaksin Nusantara, Begini Langkahnya https://t.co/wIOg9SA4g1",Percaya,,,
"Daftar Tokoh hingga Anggota DPR yang Ikut Vaksin Nusantara Terawan
https://t.co/2aKUaBgnIb",Percaya,,,
"Sejumlah anggota DPR menjadi relawan vaksin Nusantara besutan mantan Menteri Kesehatan, Terawan Agus Putranto. https://t.co/hiFoNkXxsA",Percaya,,,
"Jadi Relawan, Anggota DPR Dukung Vaksin Nusantara https://t.co/z2i8BcvrMc",Percaya,,,
"Produksi Vaksin Nusantara Perlu Didukung
https://t.co/hVzzcXqkFk",Percaya,,,
"Sobat, aku lebih percaya Letjend. dr. Terawan dengan vaksin Nusantara-nya ketimbang Kepala @BPOM_RI Penny Lukito. Aku dukung pimpinan/anggota DPR yg jadi relawan uji klinis vaksin Nusantara sebagai perlawanan terhadap kebijakan BPOM yg mem-bully upaya memproduk vaksin nasional.",Percaya,,,
