Tweet,Nilai,,Tidak Percaya,Percaya,,,
"@kompascom Emangnya anggota DPR mau dijadikan kelinci percobaan vaksin Nusantara? Klu iya, hebat amat. Apakah sekalian jadi pemegang saham?? Katanya, BPOM blm mentest dan blm menyetujui. Ini bagaimana?",Tidak Percaya,,,,,,
"@malakmalakmal Vaksin nusantara
Islam nusantara 
Bentar lagi nyusul nusantara lain lainya yg ngaco yg di populerkan para sjw bau septictank",Tidak Percaya,,,,,,
"@SantorinisSun iya, Banyak pejabat lain nya yg Percaya, Cuma dari BPPOM nya belum setuju, Ngga tau apa krn Bisnis atau apa, maka nya sama Dr Terawan semua Alat dan Penelitian nya di bawa ke RSPAD, sy malah setuju kalau semua pake Vaksin Nusantara aja",Percaya,,,,,,
Salah seorang anggota DPR RI yang ikut 'suntik' vaksin nusantara di RSPAD Gatot Soebroto adalah Adian Napitupulu. Ada alasan khusus ia memilih vaksin tersebut. https://t.co/Cxt1FDwTkY,Percaya,,,,,,
"Selain Gatot Nurmantyo, Sejumlah Tokoh Bangsa Siap Disuntik Vaksin Nusantara https://t.co/TZpzPW5CJ1 https://t.co/fCDnz9RTBv",Percaya,,,,,,
"Vaksin itu bisnis/cuan
Saya sebagai orang Indonesia merasa tidak nyaman dg penamaan Nusantara. Saya tidak yakin itu vaksin dibuat orang Indonesia https://t.co/IIPZ5DQ87r",Tidak Percaya,,,,,,
"Temuan BPOM: Data Keamanan Vaksin Nusantara Diganti Peneliti: ""Terdapat data-data keamanan yang diganti oleh peneliti dengan menghilangkan data yang lama, sehingga tidak dapat ditelusuri keaslian data dan tidak dapat diketahui penyebab perubahan dataâ€¦ https://t.co/YZHleHIh8A",Tidak Percaya,,,,,,
"Vaksin Nusantara Jadi Sorotan, BPOM Beberkan Masalah yang Terjadi Sejak Uji Klinis Pertama https://t.co/lKhLCoAGlI",Tidak Percaya,,,,,,
"Mantan Panglima TNI Jenderal (Purn) Gatot Nurmantyo mendatangi RSPAD Gatot Soebroto, Rabu (14/4/2021). Ia menjalani pengambilan darah untuk vaksin nusantara. https://t.co/ASLGupGNDp",Percaya,,,,,,
"Dukung Vaksin Nusantara, Gatot Nurmantyo: 2 Tahun Lagi, Dunia Pakai Ini

https://t.co/uyDdaUnFme",Percaya,,,,,,
Vaksin Nusantara yang digagas oleh eks Menkes Terawan menuai kontroversi. Diketahui para peneliti vaksin tidak sesuai dengan nama yang diterima oleh BPOM. #kumparanNEWS https://t.co/Hq8vfDMqa0,Tidak Percaya,,,,,,
"Jelas ada pembohongan publik, juga pada Presiden @jokowi, anggota @DPR_RI  dengan klaim sebagai karya anak bangsa Indonesia. Ternyata vaksin nusantara adalah penelitian asing, tidak ada ijin dari @KemenristekBRIN dan menggunakan anggaran @KemenkesRI. Masih mau terus dibohongi? https://t.co/OMMEieyX9Y",Tidak Percaya,,,,,,
"Wakil Ketua Komisi IX DPR RI Melki Laka Lena mengklaim bahwa semua fraksi yang ada di DPR mendukung vaksin Nusantara yang digagas mantan Menkes, Terawan Agus Putranto. #DPR #vaksinnusantara 

https://t.co/K0P8ZKAdqz",Percaya,,,,,,
Gatot Nurmantyo Ikut Vaksinasi Vaksin Nusantara di RSPAD https://t.co/Kxv8J2PpR7,Percaya,,,,,,
"Tegaskan Bukan Wakil PDIP, Adian Pilih Disuntik Vaksin Nusantara https://t.co/olhy9XvUah",Percaya,,,,,,
"nggak tau ya, bingung bgt. ini aku yg sudah terbutakan rasa nggak suka sama kinerja beliau kmrn pas menjabat jadi nggak bisa liat sisi baiknya, atau ini emang fishy? hhhh https://t.co/hEjJKLttOS",Tidak Percaya,,,,,,
"Dewan Pembina Partai Golkar Aburizal Bakrie menyatakan telah disuntik vaksin Nusantara. @golkar_id 
https://t.co/pqZKEHku4q",Percaya,,,,,,
"@DKIJakarta kalau ramai-ramai issue vaksin nusantara, gimana min?",Tidak Percaya,,,,,,
"BPOM: Vaksin Covid-19 Nusantara Dibuat dalam Kondisi Tidak Steril: Selain itu, produk antigen SARS CoV-2 yang digunakan sebagai bahan utama pembuatan vaksin Nusantara bukan Pharmaceutical grade dan dinyatakan oleh produsen (Lake Pharma-USA) tidak dijaminâ€¦ https://t.co/QuzOHlgKpg",Tidak Percaya,,,,,,
Ketua F-PAN DPR RI ungkap alasan ikut Vaksin Nusantara https://t.co/8i2WLXk7ws,Percaya,,,,,,
Alasan Ketua Fraksi PAN Ikut Disuntik Vaksin Nusantara https://t.co/7ZFEII0iM4,Percaya,,,,,,
"Haloo @ErickConstant14 ðŸ˜ƒðŸ‘‹ Selamat membaca!
""Kenapa ini g nongol di timeline gue ya, sblmny? Anyway, they want to make it political, let's make it political. Tdk ada yg Nusantara dr Vaksin Nusantara. Itu semua pembodohan masy ..."" https://t.co/5Zu4sMgMST",Tidak Percaya,,,,,,
IDI: Siapa Bisa Menjamin Keamanan Vaksin Nusantara? https://t.co/iVkwmnJhTa https://t.co/3dHiEgBvxG,Tidak Percaya,,,,,,
Gatot Nurmantyo Ikut Uji Klinis Vaksin Nusantara Gagasan Terawan https://t.co/CSfWPg3yNi https://t.co/l3fKhUuJMi,Percaya,,,,,,
"Vaksin Nusantara kembali menuai kontroversi usai pengakuan Aburizal Bakrie sudah disuntik vaksin tersebut dan sejumlah anggota DPR Komisi IX yang melakukan pengambilan sampel darah di RSPAD hari ini, Rabu (14/4). Sebelum nantinya disuntik vaksin ... https://t.co/P2I7vDhNG4",Percaya,,,,,,
"15.18 #BeritaSONORA - Mantan Panglima TNI Gatot Nurmantyo dan Keluarga Ikut Disuntik Vaksin Nusantara https://t.co/hRllFPEL1v https://t.co/PaslNNO6uJ
via @KompasTV",Percaya,,,,,,
Wakil ketua DPR RI Bidang Ekonomi dan Keuangan Sufmi Dasco Ahmad menjadi relawan uji klinis tahap II vaksin Nusantara di Rumah Sakit Pusat Angkatan Darat (RSPAD) Gatot Soebroto https://t.co/lBOzqN2KnR,Percaya,,,,,,
"@CNNIndonesia Vaksin anak bangsa, harus didukung tanpa mengurangi kehati hatian. Saya dukung vaksin Nusantara!",Percaya,,,,,,
"Ikut Diambil Sampel Darah Untuk Vaksin Nusantara, Gatot Nurmantyo: Apapun Saya Lakukan Demi Bangsa Dan Negara https://t.co/M9cMyNBBPz",Percaya,,,,,,
DPR Minta Masyarakat Dukung Vaksin Nusantara  https://t.co/J4C93aAKkr,Percaya,,,,,,
"Ditawari Terawan, Gatot Nurmantyo Bersedia Disuntik Vaksin Nusantara https://t.co/mGBunuOxD4 #Terbaru #berita #editorial #live",Percaya,,,,,,
DPR Minta Masyarakat Dukung Vaksin Nusantara https://t.co/J4C93aAKkr,Percaya,,,,,,
Gatot Nurmantyo Ikut Jadi Relawan Vaksin Nusantara https://t.co/Po4V8Di7NU,Percaya,,,,,,
"@prophetofzorck Ada kata ""justru "" 
Artinya saya dan orangÂ² yg sangat menantikan gebrakan dari DR Terawan tdk  kalah dari mrk yg justru mengapresiasi vaksin ini.
Contoh, pak Gatot  sudah di vaksin dgn Vaksin Nusantara.",Percaya,,,,,,
"Sejumlah anggota komisi IX DPR RI pada Rabu (14/4) melakukan pengambilan darah di RSPAD Gatot Soebroto untuk diproses menjadi vaksin Nusantara. Selain anggota DPR, Aburizal Bakrie bahkan mengaku sudah disuntik vaksin besutan Terawan tersebut. Pakar IDI ... https://t.co/U5e9v3YFdq",Percaya,,,,,,
"Wakil Ketua DPR Sufmi Dasco Yakin Fase Kedua Vaksin Nusantara akan Berhasil, Ini Alasannya https://t.co/tyMj4lpiIf https://t.co/tVqi9GiZkc",Percaya,,,,,,
DPR RI dukung produksi Vaksin Nusantara buatan dalam negeri https://t.co/wd89lb5t0M,Percaya,,,,,,
Salah seorang anggota DPR RI yang ikut 'suntik' vaksin nusantara di RSPAD Gatot Soebroto adalah Adian Napitupulu. Ada alasan khusus ia memilih vaksin tersebut. https://t.co/mabks8Kf4A,Percaya,,,,,,
"@drpriono1 
ini sudah keterlaluan mas..
ada pembohongan publik luar biasa ttg vaksin nusantara yg menggunskan wakil rakyat utk mengendorse..",Tidak Percaya,,,,,,
"Apa2 yg dikasi label ""Nusantara"" kok jadi ngaco gini. Sebagai penghuni Nusantara kan kita jadi malu juga. 

https://t.co/ZX8XbKXiEu",Tidak Percaya,,,,,,
Vaksin nusantara ini efektif Gak sih dok @berlianidris ? Bagusan mana dari sinovac? https://t.co/qZdEVdSVzR,Tidak Percaya,,,,,,
"Dahlan Iskan: Hidup Vaksin Nusantara!

https://t.co/bRkMWLHlBw",Percaya,,,,,,
"Ikut Uji Klinik Vaksin Nusantara, Gatot Nurmantyo: Dua Tahun Lagi Dunia Pakai Cara Ini

https://t.co/94DmfEdKBn",Percaya,,,,,,
@tempodotco Sy berharap vaksin nusantara berhasil ðŸ’ª,Percaya,,,,,,
"Anggota DPR Suntik Vaksin Nusantara di RSPAD, Kemenkes Persilakan https://t.co/DRMNE22s78",Percaya,,,,,,
Fraksi PDIP Tidak Ikut Vaksin Nusantara di RSPAD https://t.co/O77iwCXN2c,Tidak Percaya,,,,,,
DPR Mendadak Galang Dukungan Masyarakat untuk Vaksin Nusantara https://t.co/4VkgCQrKRq,Percaya,,,,,,
"Anggota DPR Adian Napitupulu mengikuti uji klinik vaksin Nusantara di RSPAD Gatot Soebroto, Jakarta Pusat, Rabu (14/4). #VaksinNusantara https://t.co/pqhOBqDych",Percaya,,,,,,
"Ikut Uji Klinik Vaksin Nusantara, Gatot Nurmantyo: Dua Tahun Lagi Dunia Pakai Cara Ini
https://t.co/JnMmJ15in5",Percaya,,,,,,
GeNose dan Vaksin Nusantara adalah karya anak bangsa!,Percaya,,,,,,
Wakil Ketua Komisi IX DPR mengatakan seluruh fraksi mendukung vaksin nusantara. https://t.co/n40BQZzX6s,Percaya,,,,,,
"Anggota DPR Hingga Gatot Nurmantyo Ambil Sampel Darah untuk Vaksin Nusantara: Wakil Ketua DPR Sufmi Dasco Ahmad mengatakan, agenda vaksinasi hari ini adalah pengambilan sampel darah. Sampel itu bakal diolah dan dijadikan vaksin yang akan dimasukkan tujuhâ€¦ https://t.co/kh8H6Kr1C5",Percaya,,,,,,
"@Partono_ADjem Di salah satu tweet sih ada yg kritik kalo vaksin nusantara itu politik, tidak berbasis keilmuan, cari profit juga.",Tidak Percaya,,,,,,
"@FKadrun Ikut Uji Klinik Vaksin Nusantara, Gatot Nurmantyo: Dua Tahun Lagi Dunia Pakai Cara Ini - https://t.co/ZkImVKMfca",Percaya,,,,,,
@tempodotco ...semoga vaksin nusantara berhasil di gunakan sepenuhnya olh masy indonesia.. Sehat sllu bang adrian.. ðŸ™ðŸ‘ðŸ‘,Percaya,,,,,,
"""vaksin nusantara karya terawan"" may god be with us all",Percaya,,,,,,
"@drpriono1 @DPR_RI @BPOM_RI @KemenkesRI Selamat buat dr terawan yg telah menemukan vaksin nusantara, krn itu perlu unt kemaslahatan warga.",Percaya,,,,,,
"Dukung Produk Dalam Negeri, Alasan DPR RI Mau Jadi Relawan Untuk Vaksin Nusantara https://t.co/RKvj8VxD7I",Percaya,,,,,,
Pimpinan Komisi IX: DPR Dukung Penggunaan Vaksin Nusantara https://t.co/nXpzcr6wUv,Percaya,,,,,,
"""Kita kan harus mendukung produksi dalam negeri terutama produksi anak bangsa,"" ucap Dasco. https://t.co/QLmuehI6G1",Percaya,,,,,,
"Dipimpin Dasco, Sejumlah Anggota DPR Jalani Proses Vaksinasi Vaksin Nusantara di RSPAD
 
https://t.co/koRDuCSap4 via @tribunnews",Percaya,,,,,,
"Jangan sampai Vaksin Nusantara justru lebih di apresiasi oleh lawan politik Jokowi.
Ayoo..kita dukung Vaksin Nusantara utk lebih di utamakan sebagai vaksin di Indonesia.",Percaya,,,,,,
@KompasTV siapa bisa menjamin vaksin nusantara ? lalu siapa yg bisa menjamin vaksin sinovac ? yg bisa menjamin vaksin astrazeneca ? mendingan ga usah divaksin deh apapun namanya,Tidak Percaya,,,,,,
"@_retnodewi Masalah karya anak bangsa atau dst itu politik dan bisnis kata aku. Dimana negara kita sendiri kita harus akui ini pandemi dijadiin bisnis sejak awal. Jadi yhaaaaa gitu deh lol.

Sinovac efikasi rendah resiko rendah
Astra efikasi tinggi resiko tinggi",Tidak Percaya,,,,,,
@cacobocil @drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pendukung sinovac sm zeneca marah nih ye @cacobocil apapun jenis vaksinnya mendingan tidak usah divaksin,Tidak Percaya,,,,,,
@drpriono1 @jokowi @DPR_RI @KemenristekBRIN @KemenkesRI pembohongan publik ? kalo vaksin sinovac dan zeneca tidak bermasalah ya ? tapi tetap aja sih apapun vaksinnya mendingan tidak perlu divaksin,Tidak Percaya,,,,,,
"@rudeski83 @AhmadJapra7 @ninikwafiroh @FraksiPKB @BPOM_RI Hehehe... produk luar negeri cpt di ACC padahal blm juga lolos, ingat Sinovac",Tidak Percaya,,,,,,
@Mi73Hel @TeddyGusnaidi @PakAhmadUtomo dapet info katanya di indonesia fasilitas uji vaksin belum memadai? terus pas uji vaksin sinovac dan satunya lagi gimana ntuh? jujur aku sbg rakyat awam bingung ðŸ˜³,Tidak Percaya,,,,,,
"@yaya__nh Iyaaaa. Gue tadi liat random thread dan banyak yang: saya mau ikut uji klinis demi negara, jangan dihalang2i dong karya bangsa - pasti lebih baik dari Sinovac. Naonnnn.",Percaya,,,,,,
"@zarazettirazr @KompasTV BPOM menjamin.
Plus Sinovac dan Astra sudah ada jurnal medis yang bisa diakses ...",Percaya,,,,,,
"Jika 1 Vaksin agent nya bs cuan bersih 20rb aja, maka 1 juta Vaksin sdh untung 20 M... 

jika penduduk Indonesia adalah 270,2 juta jiwa, maka cuan sang Agent 5.4 T... GILAKKKK

#COVID19Vaccine 
#Sinovac",Tidak Percaya,,,,,,
"Polemik Vaksin ternyata diduga terkait ""Politik Dagang"" Vaksin... 

Berebutlah kue"" tuk nyupply Vaksin tsb.

#VaksinUntukKita 
#CovidVaccine 
#Sinovac",Tidak Percaya,,,,,,
"Jika Vaksin Sinovac blm di approved by WHO, apakah bertanda kita sedang di jadikan Kelinci Percobaan nya Vaksin?

#COVID19Vaccine 
#Sinovac",Tidak Percaya,,,,,,
"Ada yang tahu ngga kalau Vaksin Sinovac itu belum di approved oleh WHO?

@BudiGSadikin 
@KemenkesRI 
@jokowi 
@FiersaBesari 
@satgascovid19id https://t.co/4kUU1h4KvX",Tidak Percaya,,,,,,
"@MrsRachelIn Kalau bapak yang satu ini pasti politik dan bisnis lah.... ðŸ˜‰
Wong beliau sudah di vaksin dengan sinovac... 
Waktu datang ke RSPAD, beliau hanya diambil sample darah, bukan di vaksin...",Tidak Percaya,,,,,,
"@Syarman59 @KompasTV https://t.co/KCnJIqXb4N mendingan langsung akui sinovac sbagai vaksin nusantara wkwk
Lha ini infonya di AS uji klnis atau apanya di tolak gitu, pindah kesini",Tidak Percaya,,,,,,
Terima kasih sudah memilih saya menjadi sukarelawan uji klinis vaksin Sinovac. Terima kasih para tenaga ahli dan dokterÂ² yg baiiik dan ramah bgt ðŸ˜ŠðŸ˜Š semoga semuanya sehatÂ² &amp; semoga pandemi ini segera selesai ðŸ™ https://t.co/Ky3KStctzu,Percaya,,,,,,
Vaksin pertama done. Selamat bergabung ditubuhq sinovac ðŸ˜Œ,Percaya,,,,,,
"@KompasTV @pendekar58 Siapa juga yg bisa menjamin vaksin Sinovac, pfizer, astrazaneka, dll tidak menimbulkan masalah...",Tidak Percaya,,,,,,
"Tentu program vaksinasi corona sinovac merupakan salah satu ikhtiar manusia untuk mencegah penularan Covid-19. Namun tetap ini hanya upaya manusia sedangkan yang menentukan segalanya adalah Allah SWT
#BuletinTasamuh
#Covid19
#VaksinasiCovid https://t.co/Pv8qGJwfw2",Percaya,,,,,,
"@indria_vitri Sy divaksin pake sinovac gejala nya ngantuk berat mbak, lengan juga rasanya kyk agak bengkak gitu, gejalanya cuma 1 hari aja sih, besoknya udah hilang. Tmn2 yg lain juga sama efeknya ðŸ˜‚ ini msh nunggu jadwal vaksin keduanya.",Percaya,,,,,,
"@indria_vitri Iya kl kata yg udh divaksin sih abis divaksin paling pegel bentaran doang. Nah kalau milih ini gatau juga sih kak bisa apa engganya soalnya pas vaksinasi kemarin tuh yg dipake sinovac semua (krn emang vaksin lain blm datang), kalau ntar belum tau nih gimana :(",Percaya,,,,,,
"@geloraco Vaksin Sinovac diakui WHO ga sih, kalau ga diakui, sebut saja dengan vaksin Palu Arit PKC !

Biar terang benderang...",Tidak Percaya,,,,,,
"@schokocatcher Mgkn kalau pilihannya dua itu kayaknya yg resikonya lbh minim itu sinovac ya. Keluargaku pake itu jg kmrn dan alhamdulillah baik2 aja, cm pegel dibagian disuntik doang.
Bisa milih gak kalau di Indonesia misalkan lbh prefer sinovac gitu?",Percaya,,,,,,
"Cari alasan tu yang ilmiah dikitlah @BPOM_RI 
Memangnya Vaksin Sinovac itu bahannya dari dalam negeri semua? 
https://t.co/hJnbCfTkmc",Tidak Percaya,,,,,,
"Ada yang baru tau vaksin sinovac belum tersetifikasi Who? ðŸ™„
#onproseskatanya",Tidak Percaya,,,,,,
"So far so good ini Sinovac, paling kemeng doang tangan.

Yuk mari menanti tahap 2 vaksin dengan ttp menjaga kesehatan as always.",Percaya,,,,,,
"1.250 lansia sudah mendapatkan suntikan vaksin Sinovac. Pelaksanaan vaksinasi Covid-19 sudah masuk pada tahap kedua untuk vaksinasi bagi lansia dan petugas pelayanan publik.

#papuanlivesmatter 
https://t.co/gJyiuD8mv4",Percaya,,,,,,
@na_dirs Memangnya Vaksin Sinovac itu bahannya dari dalam negri semua @BPOM_RI ?,Tidak Percaya,,,,,,
"Vaksin Sinovac DITOLAK Lembaga Kesehatan Dunia WHO Dan Negara Arab Saudi, Bagaimana Nasib Jamaah Haji Indonesia ? https://t.co/we92cjikzi https://t.co/spJHCsmzwn",Tidak Percaya,,,,,,
"vaksin nusantara itu basically esemka. avanza/xenia/agya/ayla bisa achieve tkdn 94% meskipun badge merek jepang, esemka yang ""nasional"" cuma 60%.

same goes with ""chinese"" sinovac yang part of the process udah di biofarma bandung vs ""nusantara"" but imported from us",Tidak Percaya,,,,,,
"Amankan Pelaksanaan Vaksin, Babinsa Koramil 21/Palakka Dampingi Pensiunan TNI AD Suntik Vaksin Sinovac https://t.co/FLT4Av3PMD",Percaya,,,,,,
"@hamimahothman4 Sudah la proses vaksinisasi lembab, kadar jangkitan pula meningkat dgn kes sporadik menggila, individu yg divaksinkan pula diserang pelbagai kesakitan. Tidak adakah penilaian sblm vaksin ditempah?",Tidak Percaya,,,,,,
"@nathanaja7 @brader_ichan @Joenme88 @detikcom Uji klinis di bandung?. Impresif.. Dri who aja gagal dapat izin ini, lulus uji klinis di bandung?! Sngaat sngat membagongkan!! Hahaha laba lagi Vaksinisasi ala"" ulala tlong org yg menguji dibandung harus ngupi sama org who.. Kali org who kurang ngupi https://t.co/Z8Rgh3Vr7y",Tidak Percaya,,,,,,
"Siapa yang paling diuntungkan dari pengadaan vaksin Covid-19??? 

#vaksincovid19 #VaksinasiNasional #VaksinUntukIndonesia",Tidak Percaya,,,,,,
"Fatwa MUI Pusat menetapkan Vaksin Covid-19 Produksi Sinovac Halal dan Suci
#VaksinUntukIndonesia #vaksincovid19 https://t.co/fvmJaVfgaq",Percaya,,,,,,
"Ayo kita dukung Program Vaksinasi
#VaksinUntukIndonesia #vaksincovid19 https://t.co/NAXeRqQmrB",Percaya,,,,,,
"Masyarakat tidak perlu lagi meragukan manfaat dari vaksin covid-19
#VaksinUntukIndonesia #vaksincovid19 https://t.co/b0ytsxgFTw",Percaya,,,,,,
"Kami sudah divaksin!

Kamu jangan takut divaksin yha!
ðŸ¥³ðŸ¥³

#monpersdivaksin 
#monumenpers
#VaksinUntukIndonesia 
#vaksinuntukkita 
#vaksincovid19 
#kominfo https://t.co/8jqMKbxo55",Percaya,,,,,,
"Alhamdulillah diorang dah settle 1st doseðŸ’“ 

#VaksinasiNasional #VaksinasiCovid19 https://t.co/uZrRkC5VAS",Percaya,,,,,,
"Alhamdulillah Sudah menerima Vaksin tahap I
#VaksinasiCovid19 
#VaksinasiNasional https://t.co/DXnysMCjJ3",Percaya,,,,,,
Vaksin menyelamatkan keluarga anda #VaksinasiNasional https://t.co/2H1W8pgwN5,Percaya,,,,,,
Ayo Vaksin #VaksinasiNasional https://t.co/3ncDL4RIQg,Percaya,,,,,,
Dukung Program Vaksinasi #VaksinasiNasional https://t.co/vH6xTZ8Fvi,Percaya,,,,,,
"Ayo Kita Vaksin 
#VaksinasiNasional https://t.co/pNKWjhYd94",Percaya,,,,,,
"Ayo Kita Putus Mata Rantai Penyebaran COVID-19 
#VaksinasiNasional https://t.co/NW0lwqGWF8",Percaya,,,,,,
"Prioritas Vaksin Gotong Royong Akan Ditentukan Berdasarkan Zonasi. 
#VaksinasiNasional https://t.co/OsIcHd14sW",Percaya,,,,,,
"Vaksin Sinopharm Telah Disetujui Di  27 Negara dan Didistribusikan Di Indonesia Dengan Nama Sars-Cov-2 Vaccine (Vero Cell), Inactivated
#VaksinasiNasional https://t.co/ZMIDSX3RZu",Percaya,,,,,,
"BPOM Menertibkan Persetujuan Vaksin Sinopharm Untuk Kemasan 1 Vial Berisi 0,5 ML Vaksin. 
#VaksinasiNasional https://t.co/9xycXwBszl",Percaya,,,,,,
Vaksin Covid 19 diperbolehkan saat Puasa #VaksinasiNasional https://t.co/M8ZQWGj6N1,Percaya,,,,,,
"Ayo Kita Vaksin 

#VaksinasiNasional https://t.co/Q4ZlMMKPU2",Percaya,,,,,,
"Ayo Vaksin 
Dukung Program vaksinasi Nasional

#VaksinasiNasional https://t.co/0whVwqcJtd",Percaya,,,,,,
"Indonesia berhasil mengamankan puluhan juta dosis vaksin covid-19 sejak Desember 2020 hingga Sabtu, 8 Mei 2021.
#vaksin #VaksinasiNasional #dosisvaksin #COVIDãƒ¼19 #CovidVaccine #vaccination #lampostco
https://t.co/v5lrJ5HHKZ",Percaya,,,,,,
"1,3 Juta Dosis Vaksin Jadi Astrazeneca Tiba di Indonesia - https://t.co/zrfJBkyL1s 
@KemenkesRI

#AstraZeneca 
#COVID19 
#Kemenkes
#MenluRI
#VaksinasiNasional",Percaya,,,,,,
"Vaksin tda ada efek samping
#VaksinasiNasional #vaksinuntukkita https://t.co/kHZZzvmpdb",Percaya,,,,,,
"Sukseskan vaksinasi nasional 
#Vaksin #VaksinasiNasional https://t.co/R6BzdDj7EK",Percaya,,,,,,
"Setelah kami berdua vaksin Corona yang pertama, bagian pinggang sebelah kiri rasanya sakit. Semoga semuanya baik-baik saja #VaksinasiNasional #vaksincovid19 #VaksinUntukSemua #vaksinuntukkita",Percaya,,,,,,
"ayo vaksin!

#VaksinasiNasional #VaksinUntukSemua https://t.co/ySWaMwLQUX",Percaya,,,,,,
"Habis divaksin Coronavak, efeknya mengantuk dan skrg kok serasa demam ya #VaksinasiNasional #LangkahBaikDemiNegeri #MakinBanggaBuatanIndonesia #LiburanHindariKerumunan #HariBerbagiNasional #IkatanCintaEp262 https://t.co/W290VycoWS",Percaya,,,,,,
"Mari kita bersama sukseskan vaksinasi

#VaksinasiNasional https://t.co/QCTycPsN4y",Percaya,,,,,,
"41% Masyarakat Menolak Keharaman Vaksin AstraZeneca. 
#VaksinasiNasional https://t.co/oe9MyzhqmN",Tidak Percaya,,,,,,
"Dukung Vaksinasi Nasional!! 
#VaksinasiNasional https://t.co/cYHLemcixA",Percaya,,,,,,
"Mari Kita Bersama Sukseskan Vaksinasi.
#VaksinasiNasional https://t.co/rV4nCFzyTJ",Percaya,,,,,,
"Terima Kasih atas Partisipasinya, dalam Mensukseskan Program Vaksinasi Covid-19 *(Vaksin Aman dan Halal)* Tahap ke-2 untuk Lansia. _Mari kita Sukseskan Bersama untuk Indonesia Sehat dan Aman._

#VaksinasiNasional https://t.co/NLG0Yt8SPd",Percaya,,,,,,
"HOTMAN Paris Tunjukkan Hasil Tes Serologi setelah Vaksin Covid-19 Dosis 2: Siap Lawan Musuh-musuh Ku

https://t.co/fJfuraEXW3

HOTMAN PARIS MAKIN SIAP LAWAN MUSUH2NYA SETELAH HASIL TES VAKSIN... SINDIR SIAPA YA???

#VaksinasiNasional #covid19 #hotmanparis #vaksinasi",Percaya,,,,,,
"hebat cuyy vaksinasi covid-19 di indonesia udah tembus 20 juta dosis
#vaksinuntuksemua #vaksinuntuklansia #VaksinasiPelayanPublik #covid19 #vaksinhalal #vaksin #vaksinasinasional https://t.co/FR9x2bDCMm",Percaya,,,,,,
"Siapa yang paling diuntungkan dari pengadaan vaksin Covid-19??? 

#vaksincovid19 #VaksinasiNasional #VaksinUntukIndonesia",Tidak Percaya,,,,,,
Mari dukung #VaksinasiNasional tahap 2 https://t.co/jIIDAmF4Si,Percaya,,,,,,
09.28 #BeritaSONORA - Indonesia mendapatkan hampir satu juta vaksin jenis Sinopharm yang akan digunakan untuk Vaksinasi Gotong Royong atau vaksinasi mandiri yang berada di luar vaksinasi program pemerintah.  #VaksinasiNasional #adadiKompas https://t.co/7svbixLSMR @hariankompas,Percaya,,,,,,
Indonesia mendapatkan hampir satu juta vaksin jenis Sinopharm yang akan digunakan untuk Vaksinasi Gotong Royong atau vaksinasi mandiri yang berada di luar vaksinasi program pemerintah. #Iptek #VaksinasiNasional #adadiKompas https://t.co/2DfYmpMGBx,Percaya,,,,,,
"Vaksinasi Covid Tidak Membatalkan Puasa
#VaksinasiNasional 
#VaksinCovid19 
#vaksin https://t.co/IMw08t7UKx",Percaya,,,,,,
"Vaksinasi Covid Tidak Membatalkan Puasa
#VaksinCovid19 
#VaksinasiNasional https://t.co/0zCCt7WpKJ",Percaya,,,,,,
"WHO Setuju dengan Vaksin Covid-19 China Sinopharm, Mujarab 79 Persen Efektif
 
https://t.co/1zZvxAuqlQ #CovidVaccine #COVID19Vaccine #COVIDSecondWave #COVID19India #China #CoronaPandemic #coronavirus #CoronaSecondWave #Vaksin #vaksinuntukkita",Percaya,,,,,,
"Setiap orang punya pilihan masing-masing, untuk bersedia di #VaksinCorona atau tidak.
Saat ini saya berusaha menjaga kesehatan diri sendiri sekaligus membantu mengurangi penyebaran #virusCovid19 ini, salah satunya dengan bersedia di VaksinðŸ˜ðŸ˜ #vaksinuntukkita https://t.co/Pj8T6VOQty",Percaya,,,,,,
"Komisi Fatwa MUI pusat menetapkan Vaksin COVID-19 produksi sinovac Halal dan Suci. 
#vaksinuntukkita https://t.co/iFYuMu1K7Z",Percaya,,,,,,
"Vaksinasi Menyelamatkan Kita Semua. 
#vaksinuntukkita https://t.co/KJxBNlWolQ",Percaya,,,,,,
"Vaksin tda ada efek samping
#VaksinasiNasional #vaksinuntukkita https://t.co/kHZZzvmpdb",Percaya,,,,,,
"Setelah kami berdua vaksin Corona yang pertama, bagian pinggang sebelah kiri rasanya sakit. Semoga semuanya baik-baik saja #VaksinasiNasional #vaksincovid19 #VaksinUntukSemua #vaksinuntukkita",Percaya,,,,,,
"Salam ramadhan ke 24 utk tahun 2021!!!
Alhamdulillah selesai utk vaksin dos 2 Hari ini #vaksinuntukkita #Sinovac",Percaya,,,,,,
"Vaksin untuk Jaga Kesehatan dan dan keluarga. 
#vaksinuntukkita https://t.co/xHdYvcc28T",Percaya,,,,,,
"Vaksin COVID-19 untuk menyelamatkanmu bukan mencelakakanmu. 
#vaksinuntukkita https://t.co/toy7eyYnL2",Percaya,,,,,,
"Panglima TNI Bersama Kapolri Melihat Secara Langsung Pelaksanaan Vaksinasi Massal di Bali https://t.co/k8WS5WHof2 via 
@YouTube

#vaksinuntukkita #vaksincovid19 #berita #bali #nusabali #nusabalitv",Percaya,,,,,,
