"@dbashasha Pfizer actually utk golongan warga emas yg ade penyakit yg kronik such as kencing manis, darah tinggi, sakit jantung etc. Tp AZ xsure plak for what. Nt esk sye tnye doktor tmpt sye kje. Sbb sye volunteer kt PPV. So pape sye bgtw dn sye rapat dgn doktor kt situ",
"Me: Abah okay tak vaksin ? Sakit tak abah, so far macam mana ? Bila next dose ? Dpt pfizer kan ? 
He : okay, tak sakit pun mcm inject nak g umrah, tp umrah sakit sikit. Ni okay. Dpt pfizer. 
Then he sent me appointment card picture 🤣",
"@AdlianaSalleh Ada aja Pfizer now, tapi sebab sekarang phase 2 yang group ni lah dapat dulu. Abang aku group phase 2, dia dapat aja Pfizer. Other tempt, pakai Sinovac for phase 2",
@Awanchuuu__ @Nizamshams3 Buat masa sekarang yes. Arab Saudi bagi yang ambil Pfizer dengan AZ je masuk buat haji ngan umrah. In the future tak tahu,
"@Omar_Omark Pfizer diberi keutamaan kepada warga emas. 
Manakala AZ diberi kepada ahahaha",
@izzqqhh Memang gap 12 weeks. Pfizer yg cepat huhu.,
"@azizulmst Dia takpa kot, geng dua dose pfizer.",
@penatbuttercup Ini pulak abah saya ya 🥰 abah saya settle 1st dose vaksin Pfizer ✌🏼 masa mula-mula haritu mengadu rasa mengantuk &amp; lenguh dekat bahagian lengan yang dicucuk tu.. sekarang baru masuk hari ke 4 selepas vaksin okay je dia ha boleh sambung buat kerja lagi 🤣 dah tak sakit katanya https://t.co/2gNnmBVDsD,
I'm happy berjaya convince my parent to take AZ vaccine instead of tunggu pfizer yg tak tahu bila boleh take the vaccine. Both vaccine have side effect depend on the body how worse the effect can be. I want my parents dapat pencegahan awal drpd benda dah teruk menyesal pn tk guna,
@azimismails Parents kau dah lama apply ke untuk Pfizer? Or dah lama?,
"Hahahah tok ma n abah aku meskipun tidak baik utk berkata begini, tetapi anok cucu hok duk klatey nuh meme letih wey la nak royak ko sek iyo nok kabo vaksin ni baguh, selamat xdop gapo2 pum, Pfizer pulop tu weyy la

Mujur cucu dio berjaya memaksa dua2 g vaksin. Alhamdulillah https://t.co/jyiOBtkyWn",
omg finally boleh daftar astrazeneca.. daftar ka tunggu pfizer ohhhhh 😕😕,
"Pengalaman Di Vaksin Pfizer. 
First dose,  one day before puasa tau.memang tak prepare, lepas training terus cucuk.lepastu esok puasa silap ambil light food ja utk sahur, 2 jam sblm berbuka dah lemah gemalai.sbb lepas vaksin kena rehat tapi tak rehat n minum air banyak..",
"@EconomicTimes Kejriwal the drama queen...

 https://t.co/cMZSG9q1va",
"@AsanNishant @dilawer22 @AamAadmiParty @Saurabh_MLAgk अरे बुरा लग गया भाई को , Pfizer wale letter nahi de rahe hai, kya bola unone teri aukad ke bahar hai | acha ab kya karenge | gyan batenge woh bhi muft mai | acha theek hai",
@Winzzss Okay harap okay okay saja. Sebab stok pfizer lambat lagi nak masuk.,
"@Fahmibinhassan Aku dpt Pfizer, tapi tpaksa tolak sebab tiada dlokasi. Kena maklum awal² ya. Dan digantikan dengan Sinovac pada tarikh lain. Janji dapat vaksin. 1st &amp; 2nd dose aku OK sangat, langsung tiada kesan. PCM pun tak ambil. Alhamdulillah, sihat. Btw, aku ada diabetes &amp; kolestrol ✌🏻",
@youngsyefeeqa @Tsgxy_ Ada sorang ni dia suruh kitorang pergi walk in. Dia kata dia dah buat. Dia walk in je dapat pfizer. Tapi dia tak cerita dia walk in dekat ppv anak dia kerja. Anak dia doktor hshshshs,
"Biar la pun org tu dpt vaccine pfizer ke nenek kau ke dah kalau kau register utk AZ mmg la pfizer/sinovac is out for u. U ought to know that once u registered for AZ, thats what ur getting.",
@EchoWalksAlone Haha penat la. My friend tanya kalau AZ selamat kenapa KKM tak distribute thru mySejahtera? No I’ll wait for Pfizer. Alah sukahati ko lah.,
@Tsgxy_ Ada yang guna kabel kata member doktor pastu show off dapat Pfizer huhu,
"Bulok Astra, Sinovac, Sputnik Shit V

J&amp;J, Moderna at Pfizer lang malakas https://t.co/Zovq25D0wj",
"@The_WittyLawyer @ArvindKejriwal Usko laga ad deke ho jaega, ab usko moderna chaea pehle se pfizer ke lie ro rha tha, kejri wants imported vaccine",
"Makin bertambah pulak kenalan aku bergaduh dgn parents yg tak mahukan vaccine COVID19 🥺🥺🥺

Alhamdulillah setakat ni ahli keluarga dan saudara mara dekat aku, tak tolak vaccines. 

Relatives yg usia 70thn ke atas most of them dah dpt Pfizer vaccine.",
"🧪 Vaccines used globally

Pfizer/BioNTech (contd.):
🇴🇲 OM 🇵🇦 PA 🇵🇪 PE 🇵🇭 PH 🇵🇱 PL 🇵🇹 PT 🇵🇸 PS 🇶🇦 QA 🇷🇴 RO 🇷🇼 RW 🇸🇦 SA 🇸🇩 SD 🇸🇬 SG 🇸🇻 SV 🇸🇲 SM 🇷🇸 RS 🇸🇰 SK 🇸🇮 SI 🇸🇪 SE 🇹🇨 TC 🇹🇳 TN 🇹🇷 TR 🇺🇦 UA 🇺🇾 UY 🇺🇸 US",
"@JKJAVMY Ibu BF yg sudah divaksin AZ , 2nd dose automatic PFizer ke?",
@JKJAVMY @hannahyeoh Mana boleh i beli vaksin pfizer one shot?? Rasa tunggu gov kasi sampai tahun depan tak dpt padahal sudah register first day itself open.. im willing to pay pls,
"@AviZone_Gaming @sauravsaha41 @Aman04Srivastav @isatyendra @IamNaveenKapoor @drharshvardhan Kyu beta logic jab papa keju denge tabhi hoga ya pappu mutr pine pe hi hoga?

Simple baat boli hai, Dalle kyu bane hue ho Moderna, pfizer k? Covaxin aur covishield India k scientists ne banayi thi ya BJP ne? Lekin dallo ne Itna anti propaganda kiya ki kitne lacs waste hogayi.",
"@GappistanRadio Pfizer, Moderna Jan 2022 tak milne nahi wali woh bhi bulk quantities mein toh abhi rajneeti hi sahi. Responsibility se palla zhad rahe hain.",
Register untuk AZ tapi dapat Pfizer 🤔 Tak kisah lah as long as my mum dapat vaksin cepat2,
@Ankita_Shah8 Ohh to issiliye Manish Sisodia Pfizer ki Himayat kar rahe the ??.. chinta mat Karo Kendra mein Modi hai chawwani bhi nahi milegi usko..,
@tiyhazamin Knp dia limit bnde tu utk pfizer je. It was supposed to be a national vaccine program. Kalau pfizer da xde pon the list should still be there continues with other vaccines sbb aim kita utk reach herd immunity. Pasni kalo astra da habis kene berebut lagi ke?,
@aiiyinn @HausofHilton Aaa kalau rasa memang nak conceive tak perlu register untuk AZ. Nanti terambik slot orang yang nak &amp; boleh vaksin. Sebab interval AZ lama. 12 weeks. Takut dalam masa 12 weeks sebelum 2nd dose termengandung. So memang kena tunggu Pfizer 🙏🏻,
@haniqila Kuota sekolah tuh bagus. Cepat dapat. Tak tahu lah waklong ni. Kang cakap banyak kang kene marah. Dia tu gertak sikit je. Nnti dia dnger lah cakap. Jijah dah daftarkan astrazenca sbb takut lambat sgt pfizer tuh,
@farahnaabilah @HausofHilton bukan antivacc. dia nak pfizer ja takmau astrazeneca,
"After 12hours of injection (pfizer), a bit headache, tempat inject tu sakit sikit. Tu ja la, tapi still boleh skipping kira okay la kan 😂",
"@draensaari @HausofHilton Kalau tak boleh, kena tunggu pfizer la eh? Kalau nak apply je vaccine pastu tanya doc sebelum vaccine boleh ke eh? 😂",
@PChidambaram_IN Tumko nada dard ho raha hai Pfizer ko lekar ye bata comp.mai tera sher take kitna hai,
itu lah. haritu ada oomf kat ig cakap dia nak pfizer tapi dapat az aku cam mende kau ni https://t.co/qmB7mNpTfO,
"@JKJAVMY Meaning that, AZ sesuai utk ibu menyusu la ya? Sebab previously YB  @Khairykj inform hanya Pfizer-Biontech. Confuse 😂 ttbe AZ boleh.",
@ZakiHafifi Dapat Pfizer ke? Parents saya dh daftar since Feb tp masih x dpt panggilan. Umur 61 &amp; 66. Smlm dh daftar AZ dah. Parents saya pulak tak sabar2 nak vaksin 🤣. Asyik tnya bila turn dia. Saya bukan keje KKM 🤣🤣🤣,
"Cka po ndodh minister?
https://t.co/WJiARgIQoi",
@HausofHilton @wanderI0st Kenapa rakyat perlu Az or Sinovac sedang bapak menteri ibu meneri dapat Pfizer ?,
"@Gss_Views @ArvindKejriwal Kejriwal kar raha hea Pfizer+modern ki lobbying, aur tu kar raha hea Kejriwal ki lobbying. 
Badiya  jaal biccha rakha hea bicchuo neh.
Desh ko becch rahe hea opposition leaders.",
@rulmalfarouk Mantap. Ko warga emas dapat Pfizer 👍🏻,
"Dos pertama vaksin ChAdOx1 nCoV-19 atau nama jenama AstraZeneca ✅

Semoga kita semua dapat melandaikan lekuk jangkitan COVID19 dengan cara mengambil vaksin yang diyakini halal &amp; membantu kurangkan jangkitan.

Jaga-jaga ya puak pfizer 

#Cucuktaksakitbero https://t.co/wxuDiYjzm9",
@AamAadmiParty @msisodia Pfizer ka rate pata hai aap ko or India ki Vaccien kya rate hai dono Mai farak kya hai ya bus bolo raita faialo,
@RealRaghv @ANI Bhai central govt secbaat krhi h Pfizer. Usey ghanta fark nh padta wo BJP h ya Congress. Thoda logic waali baatei kiya karo,
my grandma got her pfizer vaccination today when i asked her mana gambaq she screams back at me “ih aku lepaih cucuk tu aku nak balik la aku tak pikiaq dah gambaq ka apa tempat orang ramai lagutu” 😭 so logical but also so geram hahahahha,
@littlelottae Darah aku menyirap bila diorg reject vaksin Pfizer. Wtf,
Mak saya pun baru ambik vaksin pfizer kat Bera. Dia kata malu ye melayu tak ramai datang. Ma saya kata dia ok je lepas vaksin. She is 63 btw https://t.co/FcQZLfp8aC,
"Tak cukup dengan golongan antivax, datang pula golongan yang sebar kata Pfizer is better than AZ. Can we get to our main goals here which is to get vaccinated? 🤦",
"Personally think the sequence should be like : 
1. Frontliners 
2. Wanita hamil &amp; menyusu (since pfizer yang sampai dulu &amp; pfizer saja yg sesuai) 
3. Warga emas/tua
4. Orang ramai 

Tapi sekarang dah no 4. No 2 terabai 🥲 dih dih dih. Pastu kena tggu pfizer lagi",
"@msisodia #sisodiapfizerkadalal.
Sisodia tum videshii company Pfizer Ki dalalii kyuu karrhee hoo",
@fareejm @ptrmadurai @RevJJackson Pfizer  punjab ku tharala bro,
@farhanmdkamil @501Awani @Audioboom nanti untuk batch 3 (bukan warga emas) dpt pfizer ke sinovac?,
"Jab malum hai ki Pfizer ki Vaccine Utni Effective nahi hai to kyu Pfizer ki gaan me gusa hai @ArvindKejriwal 
Dinbhar RR hi karte reh",
Kya bc Pfizer kaka hai kya tera https://t.co/COpCqGy3Wy,
@ANI Pfizer moderna ka commission khor khujliwal,
"@hxlide897 @EndangHyder Blh bitau jugak.. Arab Saudi iktiraf Pfizer &amp; AsteraZaneca je utk vaccine.

Nak tunggu Pfizer ntah biler.. Itu pun nasib².. Silap² dpt Sinovac.. In which Saudi x iktiraf lg.. 

Biler ade peluang ni grab je terus",
Genap seminggu parents cucuk pfizer. Both are perfectly fine. Alhamdulillah.,
@njwfrhnhh ohh betui betui. sbb depa kata better pfizer untuk yang dah berumoq kan.,
"@YusriNaim Boleh yus boleh nnti aku bwak semua vaksin yg available aku cucuk sikit sikit. Pfizer 0.2ml , AZ 0.3ml , sinovac 0.4ml Sputnik V 0.5ml

Kirakan total amount durian yg dibeli?",
@oldschoolmonk Pfizer ne Kejriwal ke muh mein de diya 😂😂 https://t.co/ewkEnURqUa,
"@Deepak32625050 @AamAadmiParty Covishield toh khud.. Mahra kejriwal bhi lgvake betha hai Bhai..
Or yo humein Pfizer deke maarne ki sochra h https://t.co/MDGh5MwQa1",
Temenku pake pfizer udah 2x dose masi tetep kena kopit 😰,
"Cakap orang antivaksia, dia pun 2x5 vaksin nak pfizer je. Lol.",
@ncbilc @DiyanaSyahs Ye lepas tu klo pfizer dh bazirrrr jahhhh 🥸,
Aku cuma Astrazeneca buat kamu yang Pfizer 🥲 https://t.co/DgvyUldRID,
@faaiiiqah @mahirahmasdar Uish dpt pfizer ke? Abah dpt az lak,
"@Kendogdoll my parents last 2-3 weeks kot, dapat giliran amek pfizer sebab kakak yg kerja pharmacist kkm tolong bg nama. dah elok tinggal nak cucuk je, skali sebab dah ada reg AZ sblm tu, terus tak boleh amek pfizer yg dah ada depan mata dah tu. sedih betul.",
"""Siap dapat Pfizer""

Vaksin ni ada kasta ke? https://t.co/IJQ9QxKSlG",
"Vaccine Pfizer - $19.50/dose
Vaccine AstraZeneca - $4.00/dose

Cuba teka menteri/kayangan pakai yg mana, rakyat biasa pakai yg mana?",
"@SDUVIVEK7 @Harshit731994 @AamAadmiParty @Saurabh_MLAgk Puri duniya me pfizer chal rahi h, sb jagh achhe se kaam kr rahi h, bs india mein side effect honge 🤣 kya bhakt h be tu",
"Aku rasa dah habis kot side effect pfizer ni. Xde yg ketara sgt utk second dose ni. 

Plg2 pun rasa dahaga. Dgn merah2 sikit dkt tmpt vaksin pastu ada rasa gatal2 sikit. Tu je. 

Rasa mngantuk pun xde lah mngantuk sgt.",
@TimpalBali wajar kok. sender dom mana ni ko bisa dpt vaksin pfizer,
@AdibSambri Tak..tunggu pfizer or sputnik,
Letak tepi PPV AZ daripada prog PICK macam-macam deal/tawaran ada 😂 untuk PPV Pfizer/Sinovac sunyi je ek.,
"@Prvn_sngh Bhaiya rahne do tum, -30 degree se jyada temperature maintain karna padhata h Pfizer ko its not easy, or Modi ko gaali na do theek h ye states k under aata h health care system, oxygen plants k liye modi ne bahut paisa diya tha sirf Assam Orissa or Gujarat jaise kar paye.",
Sekarang ni aku nak tanya... mcm mana kalau staf kkm salah bagi bagi vaksin?..... dose oertama Pfizer... dose kedua Sinovac.... apa cer? https://t.co/yccP1Ad0VJ,
@ANI Agaya pfizer ka salesman,
@zarepaan Aku duk perhati orang tua bagi alasan nak tunggu pfizer banyak.. takut dengan az.. tapi kalau pfizer tak datang jugak susah gak zarip. Maybe transport an issue tapi kau kena tahu gak😂 ramai org kelantan macam tak percaya covid,
"@CheTak__ @iamnarendranath Moderna or pfizer vaccine company ka kahna hai  wo state ko nahi degi direct wo central govt. Degi
Punjab or delhi ko mana kar chuki h company news dekh lo ja ke",
okay camna nak yakinkan parents yang nak tunggu Pfizer ni? aku nak register for AZ tapi diorang kata nak tunggu Pfizer. tolong please!,
"Pfizer atau AZ, mana dapat dulu, ambik! Ini bukan macam beli handbag nak pilih pilih brand",
@501Awani @Audioboom apa dah jadi dengan pfizer?,
"@JKJAVMY @JKJAVMY keberkesanan AZ bagi golongan umur 20-40  nampaknya amat rendah-pencegahan kemasukan ICU (&lt;13.79),  kematian (&lt;1.58).Golongan muda patut menunggu vaksin lain e.g. Pfizer, sinovac etc atau tetap mendaftar vaksin AZ walaupun keberkesanaannya rendah? https://t.co/da4wOnRgb9",
Update utk first day lepas dia vaksin: Dia kata ok je. Takda apa2 pun. Katanya maybe sbb first dose tak seberat yg second dose. So maybe second dose lah baru dia ada side effects sikit. Dia dpt Pfizer. Tp apa brand sekali pun is the best protection for us.,
N it's pfizer vaksin pula tu..even my mommy yg medical officer tu pon susah nk dptkan vaksin utk keluarga dia.. Pastu riak pula tu tunjuk dekat status semua..dah lah potong queue org.. X tahu mcm mna boleh jadi kawan aku,
@MuhammadAshraff Patot buat iklan vaksin Pfizer dibuat oleh company sama yang buat viagra. Boleh membesarkan tote dan tahan lama 3 jam. Baru berduyun orang register nak vaksin,
Sama je kekuatan AZ dan Pfizer after 2 dose. Ini kajian yg dibuat oleh Oxford University. Jgn risau murah takpe janji efektif! https://t.co/KjwoqsF5D8,
@Mazehatsu Pfizer. Sudah diupdate dah. Barangkali tengok kawasan mungkin.,
@Creepyrasta007 hahaha ada satu lagi video sebernanya. summary dua cam ni la. pfizer punya dia buat compare sesama dia 97% effective tak silap. kalau az 60 something. but kalau compare between vaccine pfizer 90 something az pun 90 something effective. maksudnya az tu sama bagus dengan pfizer,
"@honeymawar Kat SPCC harini ada 2 group: 1st dose &amp; 2nd dose for Pfizer. Semua kat tempat yang sama, so ramai orang &amp; queue panjang. Aircon pun tak sejuk langsung. Berpeluh masa queue. Dah la pakai double mask. 😅",
"Berikut adalah panduan terkini mengenai kesesuaian vaksinasi COVID-19 bagi ibu mengandung dan ibu menyusu. 

Kaedah untuk menempah vaksin Pfizer bagi ibu mengandung akan diumumkan dalam masa terdekat.

Baca panduan penuh di sini: https://t.co/9uURgE5Kex…
#LindungDiriLindungSemua https://t.co/LI3encuFWu",
Alhamdulillah im getting Pfizer InsyaAllah. #jobdose 💪 https://t.co/4ceJCXe6z2,
@sulizakassiron boleh su. kalau pfizer. kau dh dpt belum kek lapis kauu,
"@AjayKakodia @AamAadmiParty @Saurabh_MLAgk @StringReveals @sambitswaraj @nshuklain Pfizer or moderna ka mein pta kr leta hu, lekin Sputnik ka mujhe pta h or ye bhi pta h ki Sputnik 5-6 month se market me h lekin modi ne usko permission diye huye muskil se one month hua hoga, kya ye bat aapko nhi pta? Kya yaha maut ka khel nhi khela modi ne?",
"@IamDeshBhakt_ https://t.co/9hTMYirNy1
Jab duniya Pfizer aur Johnson ,moderna ki vaccine book kar rhe tb modi chicha bargaining mei bsy the. Ab tum deshdrohi bolo ya kuch Pfizer aani hi hai india mei kuch time baad... Aur indian variant covaxine jiska 2nd trial hi hua tha , available hi nhi hai",
"Kalau tak nak kena cucuk vaccine, takyah daftar. Rosak vaccine semua tu org bwk keluaq. Dah la storage temperature AZ vaccine 8 to 2 degree celcius... Kalau pfizer tu lagi rugi. https://t.co/gDzXXYjgcy",
"@warispathan @UrbanXpat Ye bhsdiwala pfizer lagwa k baitha hoga,z+ security aur vip treatment lene k baad gyan pel raha, iski bhi CD jald ayegi. Na andha hai na kana hai 1.5 ankh ka bdwa. Khudki Aankh hi theek kr leta itna bada doctor hai toh.",
"@ndtvindia Bishanu Scientist ko bolo bharat khud ki vaccine bna chuka hai , why the hell will we buy? Kitna paisa khila diya hai pfizer ne ?",
Harap harap Sinovac atau Pfizer huhu,
"Aku sertakan link ini supaya semua tahu yang jenama vaksin itu tidak penting. Yang penting adalah kita vaksin atau tidak. Jadi, pergi je vaksin. Tak kisahlah Pfizer ke, AZ ke, Sinovac ke. Yang penting vaksin. 

https://t.co/AaGDep2ICj",
@jbeomdilf i’m still waiting for pfizer sebab haritu tak sempat book yang AZ then dah penuh 😭,
"@_rickysakti Mending nunggu stock sinovac atau pfizer mRna, baru vaksin dah ki",
"Mostly elderly dah dapat first dose pfizer and johor luas ce tgk peta it takes at least 2 hours orang duduk segamat, johor ke johor bahru https://t.co/Ubft9gxaF1",
"@msisodia Pfizer,moderna ne aukaat dikha diya toh ab wapas central govt ke saamne rona h..pehle hum krnge hum krnge ab humaari fatt gyi h ..aukaat dikha diya gya h hme ..ab aap kriye @msisodia @ArvindKejriwal @AamAadmiParty :D :D :D",
"@AamAadmiParty @msisodia @drharshvardhan Oyee... Oye Taklee.. Thamm ja
K lga rkha yo sb...
Sharm na aati Besharmo..

Aadhi Delhi khtm kr gi.. Thaari kartooth...

Kejriwal covishield lgwavega.. Or humein Pfizer lga k maar de... https://t.co/IzingjcP6G",
Untungla dpt pfizer hm https://t.co/nW4YlrBkfo,
"Settle first dose ✅

I akan update semua benda in this thread. Bermula dengan part cari parking kete sampai la ke side effects.

Btw i dapat vaksin pfizer.

#PengalamanVaksin https://t.co/JPK1J0j5u4",
"So proud with my parents! Depa berani nak ambil vaksin!! Esok ayah pergi ambil 1st dose (doc tak cakap lagi either pfizer or sinovac). Hopefully, semua berjalan dengan lancar aminnn aminnn",
"tak memasal ramai tanak amek vaccine selain pfizer/sinovac💩 menyusahkan gila, dah la orang msia senang terpengaruh ngn mende2 nonsense",
@adilahidayah Bf mommy cuma pfizer di syorkan yg az masih dalam kajian. Tu je lah yg tau,
"@_naufalibad @bebigur Ada 2 saluran. Saluran 1 melalui mysejahtera. Bila dpt? Tunggu sbb kita semua dlm fasa 3.
Saluran 2 yg buka melalui laman web vaksincovid tu. Kalau nk tunggu pfizer dll tunggu di fasa 3. Sudi ambil AZ maka tunggu bila dia buka utk seterusnya.",
"@AjayKakodia @AamAadmiParty @Saurabh_MLAgk @StringReveals @sambitswaraj @nshuklain Kya Pfizer or moderna 3000 rupaye me vaccine de rahe h? Kya Sputnik 3000 rupees me vaccine de rahi thi jo 5 month Se allow nhi kiya?Kya 3000 rupees me koi company vaccine de rahi h,? Ya koi toolkit pakda di hai bhakto ko?",
While my dad paksa semua tunggu pfizer. Ni jenis ketegaq lain pulak 🤦‍♀️🤦‍♀️ https://t.co/nZQw0TWqSv,
"@_fouziahnm Harini ada 2 org by right dia pfizer, tp insist nk sinovac. Ada bad news pfizer tgh viral ke ?",
@deannaanzm Arwah Haziq kan dapat vaksin Pfizer. Ni mesti geng Mak Teh. Apalah si Aqila ni.,
Allahyarham Haziq bukan ambil Pfizer ke? Hmm https://t.co/m6Xkc9lPWz,
