Tweet,Nilai,,,,,
"China Akui Efektivitas Vaksin Covid-19 Buatan Negaranya Rendah, Sinovac Hanya 50,4% | https://t.co/FrKbqhd8rU https://t.co/bg8GdSSEFv",,,,,,
"@yazarmuratakan 2 akşam önce trthaber de bir ""bilim adamı"" çıkmış bu iş sadece sinovac ile olmaz johnson and johnson aşısını devletimizin alıp acilen kullanması lazım dedi.",,,,,,
@beverly_hills0 ❣️❣️ samsuna Biontech göndermediler bi türlü ama. Mecbur Sinovac,,,,,,
"The Sinovac COVID-19 vaccines successfully delivered to:

✅ Hospital Sipitang, Sabah
✅ Hospital Kota Belud, Sabah 
✅ Hospital Kota Marudu, Sabah 
✅ Hospital Beaufort, Sabah

#VaccineArrival #sinovac https://t.co/eYxpx1xJpx",,,,,,
"گائو فو»، مدیر مرکز کنترل بیماری‌های چین، در گفتگو با #آسوشیتدپرس اعلام کرد که دولت در حال بررسی ادغام این واکسن‌ها برای بهبود کارایی آن ها است.
واکسن‌های ساخته شده توسط شرکت خصوصی سینووک (Sinovac) و شرکت دولتی سینوفارم (Sinopharm)، عمده واکسن‌های چینی هستند",,,,,,
sabagay si Ogie Baklang Chararat nga panay Anti China ek ek tapos nauna pa sa mga DDS maturukan Sinovac #ABSCBNTutaNgChina,,,,,,
"Bodo amat lah. Vaksin nusantara kek, vaksin Sinovac lah, rakyat cuma bisa nerima doang. Mau itu hsil poltik atau hasil uji ilmiah. Gausah gaduh. Yang bela pak Terawan dapet apa? Yang ngritik dapet apa?",Tidak Percaya,,,,,
"Avrupa ilaç ajansı Sinovac aşına onay vermemiş! Bu olay gerçekten siyasimi?
Şu an aşıya onay veren iki ülke en kötü 5 ülke arasında. Bilemedim şimdi...",,,,,,
"Kamis, 15 April 2021 Bripka Lukman S. selaku Bhabinkamtibmas Ds. Gatak Melaksanakan pengamanan dan monitoring di Gd. Graha Karya Utama Ds. Gatak dilaksanakan penyuntikan Vaksin Covid 19  Sinovac Tahap II kepada para Lansia Ds. Gatak yang berjumlah 100 orang. https://t.co/rOYpF1BLqL",Percaya,,,,,
"Los mayores de 16 años podrán vacunarse contra el #coronavirus en #HongKong. Hasta ahora los mayores de 30 podían elegir las 2 vacunas disponibles.
#Sinovac y #Biontech 
https://t.co/xD5YDgUdt7",,,,,,
@Ebru_Cvn_ @esenol Seçme şansım olmasına rağmen sinovac seçtim. Hiç üzülmüyorum. Yan etkilerini bilmediğim bir aşının deneği olmak istemedim.,,,,,,
"Los extranjeros en #Chongqing podemos empezar a vacunarnos a partir de hoy. Según el propio documento, de 1 a 3 dosis dependiendo de la vacuna.
#China #covid19 #sinopharm #sinovac https://t.co/JqaC1E3lAN",,,,,,
"@galileocheng Unfortunately 16-18yro teenagers can't show their loyalty and patriotism because they aren't allow to receive Sinovac shots 😔

Wait...",,,,,,
"@GabyPdelD Es mentira?
https://t.co/R4Y9Q4n5WN",,,,,,
"@gonzaszar @SalvadorCavs @Micaypunto @sebakern @Fontan24 @chubonelli Y para que queres que te vacunen con la bosta de sinovac si te terminan encerrando igual? Al igual que Uruguay, vacunaron un porcentaje alto de población pero con vacunas menos eficaces y terminaron con el sistema de salud saturadicimo.",,,,,,
@paulapb78 Sinovac por donde se le mire,,,,,,
@JeyElEy28 Both are low.  You can ask around. Some People scared of Sinovac.,,,,,,
@BBCIndonesia Artinya Sinovac masih lebih aman ya dibandingkan AstraZeneca dan Johnson &amp; Johnson 😁😄,Percaya,,,,,
"@CuarentenaVip Yo me la di hace 6 horas y media a la segunda dosis de Sinovac y por ahora nada fuera de lo común.Sueño si,enseguida que volví a mi casa me dormí,desperté recién y ya estoy que se me cierran los ojos de nuevo.",,,,,,
@Khairykj @DrAdhamBaba In this case. Who wants sinovac let them take it instead of forcing those who don't want it. You know you'll have a Chile-Brazil situation with sinovac right? Instead of a singapore-Israel herd immunity,,,,,,
"Finally, parents are now vaccinated! 💉🦠Thank you Muntinlupa City Hall for the fast and organize vaccination plan for Muntinlupeños. #ResBAKUNA #Sinovac",,,,,,
@BulentTutluoglu @Gl68448799 Hocam aşı sıramız geldi benim penisiline eşimin polene alerjisi var. Sinovac mı biontek mi olalım,,,,,,
"@MrsRachelIn Kalau bapak yang satu ini pasti politik dan bisnis lah.... 😉
Wong beliau sudah di vaksin dengan sinovac... 
Waktu datang ke RSPAD, beliau hanya diambil sample darah, bukan di vaksin...",Tidak Percaya,,,,,
"Mga Sinophobes consistently refusing Sinovac and afraid of Astrasenica. U have an option. See, the president &amp; govt works even for racists. https://t.co/6QAIXRjSrh",,,,,,
@drfahrettinkoca Türkiye'yi öncelikli ülke olarak ayrı tuttuğunu açıklayan Biontech'in neredeyse 100% etkili mRNA aşısı yerine etkisinin ne olduğu belli olmayan Sinovac aşısını seçtin. Ne hikmetse Sinovac'ı dünyada en etkili bulan sen oldun. Biontech'in saklanması zor dedin. Şimdi bak ne oldu? https://t.co/n1x902nxox,,,,,,
GACH se contactará con pares de la región para analizar el comportamiento de la vacuna Sinovac ... -  https://t.co/60EYYHWB51  #VigiaDigital_Uy,,,,,,
"@j_vechbany @WDurongkaveroj The vaccines are effective tho! Even the Sinovac. It’s still very effective at preventing hospitalisation, serious disease, and death. Relative to historical vaccines it’s fairly normal in effectiveness. It’s only low relative to the new mRNA vaccines, that’ve set new standards.",,,,,,
"After mo mabakunahan ng sinovac, papalamunin ka naman ng paborito mong network ng chinese news. HAHAHAHAHA hirap ng buhay niyo!

#ABSCBNTutaNgChina",,,,,,
"@mecsq1 No, nosotros compramos sinopharm (china y entregaron), Chile compro sinovac (pfizer).
El gobierno argentino fue el 1ero en comprarle a pfizer, y entre otras cosas, pfizer no nos entrego las vacunas. Tambien, no aseguraba eficacia, no se hacia cargo de los efectos adversos",,,,,,
The Shyama Nair Petition To Stop Sinovac Vaccine Use https://t.co/2E3nCYHCBP,,,,,,
"@RichardBarrow Is this all Sinovac? The efficacy is about 58%, which means the number who are truly protected against severe disease is only about 40K for the next 6-8 months.",,,,,,
"#MediaFocus Turkey announced that the Sinovac Biotech's COVID-19 vaccine is ""significantly effective"" after analyzing results from the inoculation of more than 7.5 million people with the Chinese doses, Nikkei reported. #COVID_19 https://t.co/lKppvZC8BX",,,,,,
"@radiomitre Sale ""confusión"" entre Sinovac y Sinopharm. 
Entra ""confusión"" entre fuerzas federales y los tanques del ejército. https://t.co/m0yVVD7tPL",,,,,,
"Sinis banget sama dr Terawan. 
Ya udah mending Import vaksin Pfizer, moderna, sputnik, Johnson &amp; Johnson,  Sinovac, Sinopharm, AstraZeneca dari luar ajalah lebih nyaman 🤣

BPOM: Komponen Utama Vaksin Nusantara dr Terawan dari AS Semua https://t.co/InSqPW0z9R",,,,,,
@DeepJhana นี่ติดใจ sinovac ว่าการยอมรับจากนานาชาติ โดยเฉพาะปท. พัฒนาแล้วค่อนข้างต่ำ,,,,,,
@Omar00919 @Minsa_Peru Tu crees que reduciendo el horario es suficiente mientras mas reduces creas más aglomeraciónesLo que debe haber es máyor cantidad de buses para evitar que estés colgada en la ventana como atún en una lata. Pero como ni le pagan al metropolitano. Y hablar de la sinovac(Chile) 😂,,,,,,
"Ini kabar buruk lagi warga bagi jamaah Indonesia yang gagal melaksanakan umrah dan haji meski sudah disuntik vaksin. 
Sebab mereka disuntik vaksin Sinovac. Betapa buruk nasib bangsa ini.",,,,,,
@CuarentenaVip Una pareja conocida se dieron la Sinovac 1ra y 2da dosis. En ningún caso les paso nada. Yo me di la 1ra y me dolió un poco la cabeza y sueño.,,,,,,
@CuarentenaVip 2 dosis de Sinovac y ninguna reacción 🤔,,,,,,
"YUNG MGA TUMANGGI SA SINOVAC... Ano kayo ngayon. Halos karamihan ng nakikinabang yung mga pinakinggan nyo na.. 😊😳

Kaya pala nagpaturok na si Ogie Diaz...straw beh..😂😂 SIPSIP..😂😂

Haist uto uto kasi. 🤦‍♀️

🤮🤮🤪🤪😂",,,,,,
"@Morcia @BWaterfire Sinovac is used in Chile. But the post Vax death rate does not look good. Could be a coincidence, but I wouldn't put it in my body.",,,,,,
เสียสละอะไร อย่ามาสร้างวาทะกรรม สร้างบุญคุณกับประชาชน รัฐบาลบริหารการจัดการไม่ดีเอง โรคนี้อยู่กับประเทศมาปีแล้ว ไม่ได้เรียนรู้เลยหรอ ไม่ดูงานต่างประทศเลยหรอ โครงการ #COVAX ก็ไม่เข้าร่วม จะเอาแค่ #AstraZeneca กับ #Sinovac ไม่หาอันอื่นเพิ่ม เฮงซวย! โทษแต่ประชาชน! #โควิด19 https://t.co/TyPLwyvkLg,,,,,,
"México 🇲🇽 recibirá mañana 487,500 dosis de vacunas 💉 Pfizer y 500,000 Sinovac, informó Marcelo Ebrard. https://t.co/cO6x8stcpo",,,,,,
"Got vaccinated today care of @valenzuelacity, first dose of Sinovac, as a person with comorbidity (diabetes). 💉 

Deleted earlier tweet because forgot to redact stuff lol. So far my left arm still feels heavy and felt a headache two hours after getting the jab. Still monitoring. https://t.co/6f8vrZ9DHB",,,,,,
"The Sinovac vccine against coronavirus is effective where it counts.
84% effectiveness against severe infections. https://t.co/6fnVyoeNn0",,,,,,
"@na_dirs Ya udah mending Import vaksin dari Pfizer , moderna, sputnik , Johnson &amp; Johnson,  Sinovac, Sinopharm, AstraZeneca dari luar  ajalah ... lebih nyaman .. 
🤣😄😁",Percaya,,,,,
"Is Sinovac turning to be the safer vaccine? 😅🤭
Kamusta na mga sinophobes and Western pharma fans? HAHA",,,,,,
@drercardio  Sinovac aşısi pıhtı yapar mi. Aşıdan sonra bir kaç gün bebe aspirini vs.kullanmak iyi olur mu önlem amaçlı..,,,,,,
"Bell 412 Helicopters of the PAF transported 14,400 doses of CoronaVac Vaccines made by the Chinese Company Sinovac Biotech Ltd for Covid-19 to Bicol recently 
#Bell412Helicopter #CoronaVac #CoronaVirusDisease2019 #Covid19 #Sinovac #SinovacVaccine 
https://t.co/PkbE9Yq3ww",,,,,,
"Ba't feeling ko ginawa lang yun para maubos yung Sinovac na ""donation""? 🤔 ewan ko na talaga",,,,,,
Kepala Dinas Kesehatan Provinsi Gorontalo Yana Yanti Suleman mengungkapkan ada perubahan kebijakan terkait rentang waktu penyuntikan vaksin Covid-19 j https://t.co/zWgMNVcYvD,,,,,,
"ส่วนประเทศที่ฉีดวัคซีน COVID-19 ของ Sinovac ไปในปริมาณที่เยอะแล้ว เช่น ชิลี หรืออุรุกวัย จำนวนผู้ติดเชื้อก็ยังพุ่งขึ้นต่อเนื่อง ไม่ได้ลดลงเลย โดยเชื่อว่าวัคซีนมีประสิทธิภาพในการป้องกันการติดเชื้อเพียง 3% หลังฉีดโดสแรก

#โควิด #โควิด19 #วัคซีนโควิด19 #วัคซีน #ผู้ติดเชื้อโควิด https://t.co/Nnt35O1yef",,,,,,
"Sinovac vaccine on elderly is safe, according to a member of the vaccine expert panel. 💉To know more about this, watch the full episode of Vax To The Future: https://t.co/ERrw24GIWw

#VaxToTheFuture https://t.co/YwwbEKP6li",,,,,,
"this government is really finding ways to dispose of their fuck up in really illegal ways.

my parents, both have comorbidities, got the vaccine today and no, they did not get the vaccine that they signed up for.

they got sinovac.

they only got informed when there's no way to..",,,,,,
ขำตลกร้ายทิบอกว่าวัคซีนยี่ห้ออื่นไม่ค่อยมีรายงานเปอเสนsevere case หากติดโรคหลังฉีดวัคซีนครบคอร์สแล้วแบบsinovac เพราะยี่ห้ออื่นเปอเสนป้องกันการติดสูงมากเลยข้อมูลไม่พอสรุป,,,,,,
"Khairy Jamaluddin berkata, sehingga kini jumlah vaksin Sinovac yang diperoleh kerajaan hanya merangkumi kira-kira 20% populasi rakyat negara ini. #FMTNews #Sinovac #Vaksin #KhairyJamaluddin  https://t.co/z9MDBwYidY",,,,,,
"SCMP: Hong Kong to expand coronavirus vaccination programme to those aged under 30; Those aged 16 and above can take BioNTech jab, while Sinovac available for those 18 and older https://t.co/CFWVYzSE4O",,,,,,
Menteri Agama Yaqut Cholil Qaumas menyebut Pemerintah Saudi belum setuju vaksin Sinovac sebagai syarat masuk ke negaranya karena tak bersertikat WHO. Ini kabar buruk lagi warga bagi jamaah Indonesia yang gagal melaksanakan umrah dan haji meski sudah disuntik vaksin.,,,,,,
@Nevur4 SinoVac una verga,,,,,,
"#MediaFocus Turkey announced that the Sinovac Biotech's COVID-19 vaccine is ""significantly effective"" after analyzing results from the inoculation of more than 7.5 million people with the Chinese doses, Nikkei reported. #COVID_19 https://t.co/lEK0aavXwI",,,,,,
"Aşı ikna timleri geliyor
⁦⁦@Hurriyet⁩ ⁦@drfahrettinkoca⁩ #aşı #korona #biontech #sinovac https://t.co/6lsDimcLcY",,,,,,
"@Gerindra @Don_dasco Min ,itu anggota dpr bukannya sudah divaksin sinovac?",,,,,,
"@EDiots2018 @DivadolaMoyo @andrew_maimba @advocatemahere @Davidmuchuchu @tawdavgot1 @Jamwanda2 @nickmangwana @Mavhure @MdluliNtate @munyati01 @PaidamoyoMutsv1 @GondaiMutongi Ndanga ndichangomuka ndiregererei, Sinovac. 😄😄😄😄",,,,,,
@drhenry4 Dapat imbestigahan ng NBI. Nabakunahan ba ng sinovac si Lopez?,,,,,,
"@SittirakM อันนี้เรียกว่า Ad hominem ครับ เป็นการโจมตีคุณ ที่เป้นบุคคล (คุณ) แต่ไม่โจมตี argument ว่ารัฐไม่ทำอะไร. ขอโหนad hominem หน่อยชอบมาก55

""ก็กุไม่ใช่รัฐบาล มึงไม่ได้จ่ายภาษีกุ. ถ้ากุเป็นรัฐบาล เดียวกุจะไปหา rapid test มาให้, กุจะ หา vaccine หลายยี่ห้อไม่ใช่แค่ AZ กับ Sinovac"" ครับ",,,,,,
"@EstebanOrtizMD @JorgeWated @JorgeWated que a adultos mayores se va a vacunar con Sinovac, cuando el ministro asegura que se debe vacunar con Pfizer, y así lo están haciendo en otros países. Deben ser trasparentes y no solo ciertos grupos vacunarse. https://t.co/wFBdWUCYed",,,,,,
@GonzaloBelloso7 @CONMEBOL @Sinovac Acá Tenes otra... todo lo hizo el gobierno uruguayo. No te vistas q no salís en la foto! https://t.co/h7DrycccJY,,,,,,
"@JournoDannyAero @SCMPNews BioNTech/Comirnaty vaccine will be available to those aged 16 and older, while Sinovac/Coronavac will be available to those aged 18 and above.",,,,,,
@paulapb78 La tradicional sinovac,,,,,,
"MORE: Hongkongers aged 16 or above can receive a BioNtech jab, while those older than 18 can also opt for the Sinovac vaccine, a government source said. https://t.co/fZeesDaDDZ @SCMPNews",,,,,,
@ipassada @ladiaria No sea atrevida que Uruguay tiene vacunas de sobra. Lo que hizo el Presidente fué contactar a la Confederación con el representante de Sinovac. No falte a la verdad!,,,,,,
"HONGKONG

Those aged 16 and above can take BioNTech jab, while Sinovac available for those 18 and older https://t.co/5Y7rti6CUb",,,,,,
@iSyndx69 Sinovac จ้ะแม่ ที่เขาว่าช่วยได้,,,,,,
"Vaccinated!!! ✅💉
-
#vaccinated #sinovac #coronaakubencikamu #sanakamupergi @ Gedung Sate Bandung https://t.co/YbBTeCeAp9",,,,,,
@norabar Se hicieron rápido pero trajeron las mejores aquí no hay sinovac sino SINOFHARM ENTENDES  79% DE EFECTIVIDAD,,,,,,
"Presently, Malaysia’s supply of the Chinese vaccine is enough for 20% of the population. #FMTNews #Sinovac #ChinaTraveller  https://t.co/dxXy951zVV",,,,,,
