Tweet,Nilai,,
Patutla derma banyak haritu 🤭. Nak vaksin awal.... 🤭🤭🤭,,,
"[NANO FACTS]

Halo !

NANO FACTS kali ini akan membahas tentang
“Peran Nanoteknologi dalam Penemuan Vaksin Covid-19”

Semoga informasi ini bermanfaat untuk kalian!

sumber: Seaberry, Jack. 2020. ""Nanotechnology's role in the race to find a Covid-19 vaccine"". 
Copyright © Nanowerk https://t.co/1jIiofglc1",,,
"Kerja petronas gaji beribu-ribu, jadi prioritize kerajaan untuk di vaksin. https://t.co/FLWl2k5j1Y",,,
"Kdg2 terfikir, vaksin ni kn virus yg dilemahkan untuk antibody kita protect virus sebenar

adakah kes yg meningkat ni sebab vaksin juga. 

cuma pertanyaan",,,
"@WayanTarumaneg1 Situ klo mau divaksin silahkan, gk usah nyuruh² orang buat divaksin, klo situ yakin vaksin bisa meningkatkan imun dan kebal terhadap virus kenapa masih parno dengan orang² yg gk mau divaksin? Logikanya klo situ sudah divaksin kan gk perlu takut sama orang yg gk mau divaksin",Tidak Percaya,,
"mau nanya dong.. vaksin tuh boleh dipercepat ga sih dari tanggal yg dijadwalin? 
jadi aku ke klinik yg sama tp beda drh (beda hari juga), aku nanya sama drh pertama katanya boleh asal seminggu sebelum jadwalnya.. tapii drh yg kedua bilang ga boleh, bolehnya telat max seminggu🤔🤔",,,
"Member aku kerja oil and gas rilek je tak mengelupur pun nak vaksin dulu. Kerja seminggu sehari je cuti. Sikit tak merungut, habis kuat pun dia hangin dengan customer tak ucap ""terima kasih"" lepas tolong pumpkan minyak kereta.",,,
@bocidam di stop bilang aja mau mengantar Lansia di Bandung untuk Vaksin besok pagi di Eldorado Bandung. Itu lebih aman lagi 😁🙏,,,
"Kelantanese nak keluar aku tak pelik la, memang bosan duduk rumah tu tapi kalau turn amik vaksin tu pergi la jibauk ooii. Kalau tak cukup percentage 80% populasi manusia kat malaysia terima vaksin ni tak kemana wei lagi lagi dah tua. https://t.co/PnaJtojdoq",,,
"@yarargn Ada, abis vaksin trus makan seblak.",,,
@Belinda77748195 Jarak dos 1 dan 2 untuk vaksin Pfizer dan Sinovac adalah 21 hari.,,,
"@momcill Vaksin, babi juga disalahkan",,,
"@TMCPoldaMetro LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt",,,
"LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt https://t.co/nYoYCT4mNJ",,,
"Semua salah Illuminati, Bill Gates, Yahudi dan DAP sebab letak microchip dalam vaksin! https://t.co/ntCa1bbrZH",Tidak Percaya,,
Program ini merupakan wujud nyata dari Polri khususnya Polda Metro Jaya dalam mempercepat penerimaan vaksin kepada warga.  https://t.co/sVIFrxw2kV,,,
Takpa biar je yang tua tu bodoh tak vaksin. Kalau pi pi teruih. Hat muda cerdik pandai ni pi pulun vaksin. Pastu boleh sambung buat kerja. Cakap benda helok takmau dengaq takpa biaq pi mampuih dulu. Bodo ubi https://t.co/jOiEU4DTu7,,,
Abg aku dah vaksin! Bapak best sial,,,
"Sekali lagi

Strategi herd immunity tanpa vaksin dan prokes 5M bukanlah omong kosong belaka https://t.co/R7PUHZwgYw",Tidak Percaya,,
"Sebanyak 2,448 daripada keseluruhan 8,000 hospital dan klinik swasta di negara ini telah mendaftar sebagai Pusat Pemberian Vaksin (PPV) menerusi Program Imunisasi COVID-19 Kebangsaan.

Infografik: Jabatan Penerangan Malaysia

#khabardariSarawak 
#sodiakroks 
#pmrkuching https://t.co/JZ6RHz5Q2f",,,
@MKNJPM Sabaq ja la caya sikit hari otak rakyat dah mai gila tak boleh control roadblock pun dia langar habis. Tengok dah sampai vaksin dose 2kali pun masih pkp mesti orang marah punya caya la,,,
@arusbaik_id Ini ikutan seneng sih sama kedatanagn vaksin astrazeneca ini,Percaya,,
Sibuk lagi ke psl daftar vaksin. Aku dah malas nak ambil tahu. Bukan antivaksin. Tapi aku dah malas. Banyak lagi benda aku nak buat. Lantak kolah nak bagi ke tak,,,
"dah macam ni pun ada lagi orang kata covid ni palsu, kes semua palsu, vaksin taknak amik hmm https://t.co/KyDBEBKTWt",,,
"Program vaksin bagi buruh dan karyawan supaya para pekerja terlindungi.

Terima kasih Pak @jokowi 
#Jokowi 
#IndonesiaMaju https://t.co/5rP0p7PNHV",,,
"@kalirubun Kan gw bilang klo mau ningkatin imun atau kekebalan tubuh cukup dengan olahraga, istirahat yg cukup, konsumsi vitamin dan buah²an, gk perlu vaksin kan #mybodymychoice orang boleh memilih mau divaksin atau tidak, anda klo mau divaksin silahkan",Tidak Percaya,,
syukur mak ayah aku nak vaksin.... kalau tak entah la macam mana in future,,,
"Yang taknak ambik vaksin tu bagi jela dkt aku, aku ni dh kerja asyik kesana sini, risau betul balik bawa penyakit.",,,
"Buruh dan karyawan mendapat prioritas vaksin.

Terima kasih Pak @jokowi 
#Jokowi 
#IndonesiaMaju https://t.co/LhOA3P5Hkq",,,
@dayatia Padahal banyak juga yg mau vaksin,,,
"@daydaydonat Sippp, rajin juga kamu vaksin ya sis",Percaya,,
"@PanjaitanZulham Jadi itu Lah kebijakan pemerintah tu yang didisepakati DPR/MPR cara mengatasi pandemi Covid-19 di indonesia ni. Vaksin di beli mahal,  disuntikkan toh tak menjamin seseorang bebas tertular Covid-19",,,
"@ssupsaffa meleis tak meleis dah kalau vaksin pun kata tak cukup, padahal dah tebuk tabung yg tak pernah diusik sejak merdeka ye, tetiba pecah tabung kata nak beli vaksin tapi tak cukup pulak??? pastu nak bagi hadiah kat negara lain???? bodoh priority kelaut sial",,,
"@pakne_salman Lansia dan rentan perlu vaksin jika mau demikian yang lain yang merasa perlu silahkan vaksin, tidak perlu memaksakan semua sampai pake ngancem, shamming dll",,,
Vaksin ni kepada yang jaga pam atau yang pakai lanyard hijau 24jam tu? Pakai apps Setel ke? https://t.co/RE1kTUUYMK,,,
"Peliklah orang yang rasa covid ni tak real, dapat vaksin tapi taknak pergi appointment",,,
@jokowi Rakyat biasa yg tinggal di kabupaten belum tersentuh vaksin. Mudah2an karena mereka orang2 kuat yg hidup dilingkungan sehat dan bahagia ya. 😁,,,
Kpn y bisa vaksin,,,
Melayu kita memang camni. Bodoh. Geram je. Vaksin takut. Yahudi la. Tipu la. Tak berkesan la. Dasar melayu bodoh. Melayu yg cerdik takyah la nak terasa pulak https://t.co/ofT2ALWO1M,,,
"Cinta aku kpd Negeri Dan negara lbh penting tau.jgn lupa anak2 aku yg jamin sekolah, perniagaan nama aku.tanah nama aku.Fokus kpd ekonomi, kesihatan, pendidikan,pembangunan, covid19,vaksin.Fokus Sabah maju jaya2021-2025.dimanabumidipijakdisitulangitdijunjung👸🏻",,,
@wannafzan @nazrinsaad Tapi yang lepas pengumuman semalam kata nak rentas daerah mesti ada surat polis. So confirm pasal vaksin ni takyah surat polis kan?,,,
"@RapheNucleii Get it soon 😃 banyak denger cerita juga baru vaksin HPV pas mau nikah, eh belum selesai udah keburu hamil, jatuhnya harus ulang lagi katanya. Jadi better soon",,,
"mantap, cikgu dah habis vaksin semua ke 🤷🏻‍♂️ https://t.co/bR5arQ4v58",,,
Cikgu tak vaksin. Saya kerja oil and gas saya frontliner so kena vaksin awal potong Q,,,
"fasa 2 pon tak habis2 lagi, berjanggut la nak tunggu vaksin fasa 3, lari timeline ni mmg perangai orang kita, tengah2 sabar menunggu depa kata tak cukup pulak, mampuihh, mimpi je lah herd immunity💤💤",,,
"Kalau masih ada ahli keluarga yang degil langgar SOP, tak nak vaksin, tak nak pakai mask, tak nak sanitize and think they are so very special akan terhindar dari virus COVID19, rasanya boleh kongsikan video ini. Semoga insaf terbit dalam diri masing-masing. Ameen. 😔 https://t.co/59F0sLqfvY",,,
"Andi Mallarangeng Positif Covid-19 Walau Sudah Disuntik Vaksin

https://t.co/HOrLTjin47",,,
"Okay lah tu ade kerja dari kena buang. Bengap! Nk justify sgt acah mcm dia sorang kerja dari mco. Orang marah bukan sbb bagi vaksin, tapi tranparency/management vaksin and priority kelaut https://t.co/GVyiC0a1Ey",,,
@mtrzttx sudahh ci pas mau vaksin juga ketakutan terus sampe dipeganging pegawai nya alhamdulillah ga berasa wkwk,,,
"Dulu kata sape dah kena vaksin boleh rentas daerah/negeri, sama je 😂😂 semua2 kene pkp, atleast tunjuk lah, orang dah vaksin, boleh rentas sana boleh rentas sini, baru ada keyakinan org nak ber vaksin, abutoo lah semua ni, hahahaha https://t.co/odP25Ywvoq",,,
@aimantodaklol Covid memang baru setahun tapi kajian untuk vaksin coronavirus dah start since SARS outbreak which was 2003. So development vaksin coronavirus ni dah almost 17 tahun.,,,
"@collegemenfess Dosennya bilang iya nder, tapi katanya lihat sikon juga dan dosen di univ juga udah di vaksin. Jadi kemungkinannya sih yes buat offline",,,
bsok vaksin 2.0 😵,,,
@meinesouleil26 Udah vaksin ya ren ? Atau takut jarum juga 🤣,,,
"Hi @JKJAVMY , boleh tanya kenapa nenek saya baru inject 9hb May, &amp; nurse/staf bagitahu next injection is 30 May ? Adakah vaksin utk warga emas(bukan AZ) mmg x sampai 2-3 bulan macam AZ? Tp setengah bulan mcm awal sgt. Sekadar curious. Tq.",,,
"Oh no wonder dekat pusat vaksin semalam perasan sangat, melayu kurang🥲 https://t.co/Gp458bUPJk",,,
"@JefriAduba TAKJUB Day 27

Satu2nya lagu raya Elite berjudul Di Pagi Aidilfitri. Elite pernah diberi jolokan ratu miming kini buat comeback dgn single Alhamdulillah sempena Ramadan. Lagu ni ada rap drp acik2 yo!

Trivia- Sasha Elite, 1st Malaysian disuntik vaksin(Sinopharm) sewaktu di Dubai https://t.co/I1hxCS6EZ8",,,
"@_apiqaiman And kalau close contact ke apa, kena buat pcr test which costs rm200. Kalau kerajaan bagi penjualan vaksin melalui hosp swasta, sama je harga dia",,,
"Data di serata dunia menunjukkan vaksin Sinovac selamat untuk mereka berusia 60 tahun ke atas. Negara-negara ini telah memberikan vaksin Sinovac kepada penduduk yang berumur 60 tahun ke atas.

1. Turki: 11+ juta dos
2. Brazil: 7.4+ juta dos
3. Chile: 3+ juta dos

@JKJAVMy https://t.co/fSAN5yh75R",,,
"Habis grooming, dibawa ke vet utk vaksin. Harusnya 2 bulan yang lalu tapi vaksinnya kosong dan baru ada sekarang. Ini gemes banget mrk berdua akur nempel, tumben 😂🤣 https://t.co/OSnpXGokbe",,,
"@JazeeraJulaili @Twt_Jogging Betul . . Sedih tgok data vaksin , bangsa melayu terlalu percaya ini smua tipu",,,
"9 Mei - Vaksin mungkin tidak berkesan terhadap varian COVID-19 di India
https://t.co/xNuJbqLiDl

'Yang sahih di Berita RTM'

#RTM #RTM75 #TerusUnggul #BeritaRTM #COVID19Malaysia #PKP #KitaJagaKita #DaruratCOVID19 #LindungDiriLindungSemua #PEMERKASA #SucinyaRamadan #IndahnyaSyawal https://t.co/xWgLYUTvTw",,,
"@ganjarpranowo Nanya pak.. itu narasi awal2 “kata temen njenengan” trus jawabe pie pak?? Yg masalah kasus dah turun, vaksin, berkerumun dimall... kok moro2.. langsung mudik virtual wae..",,,
"Jemput baca replies, geng geng makan nasi ambeng pakai lanyard hijau lepas tu marah pulak kena kikis. Terpaling layak vaksin lagi layak dari cikgu sekolah https://t.co/KHhSlsnsBM",,,
"Lepas 5 jam ambik vaksin, 3 jam tidur, masih sakit lagi kat bahagian jab tdi. 

Next vaksin member nak jab tangan kanan plak. Sebab? Kiri sakit 🤣🤣🤣 dengan harapan tak sakit jab belah kanan 😌😌😌",,,
Apa status rakan2 yang dah amek vaksin Astra Zynakal tu?,,,
@nazrinsaad @wannafzan Weh weh weh weh. Nak rentas daerah cucuk vaksin ni nak kena surat polis tak?,,,
"maleh aku cakap dengan orang tua, bila pkp awak orang complain tapi vaksin tak percaya. sampai bila2 la pkp kalau gitu",,,
"Kau kerja dkt tengah laut, nak vaksin apenye bangang? https://t.co/M5HUJX5bmq",,,
"Di tengah ketegangan politik yang sedang berlangsung, China menawarkan bantuan vaksin virus korona ke India - RAJAWALI SIBER
https://t.co/xeGJiM4M6F",,,
Anyone dah ambik vaksin astravaganza? Nak tahu feedback please,,,
"@roses_man Oposisi sama petahana dalam hal ini sama aja, terbelah jadi dua

Di dua kubu tsb, sama2 ada yg percaya dgn prokes ketat demi mewujudkan zero covid, dan ada jg yg pro herd immunity dengan/tanpa vaksin tanpa harus menerapkan prokes ketat",,,
"@dyradyre cakap je nak buat umrah/haji kena vaksin, kalau tak, tak boleh pergi. awalnya i ambil, senyap senyap pastu da complete 2 dos baru inform dorang. parent i pun takut sebab benda bodoh yg disebarkan dkt ws. so bila i da ambil sebab memang ada niat buat umrah, dorang yakin sikit",,,
"Takziah buat kak @HudaMahmud79 . Moga Allah ampuni dan merahmati arwah dan mengangkat darjat arwah.

Meanwhile, a family friend, Dr Mohamad Hamzah is fighting Covid-19 at ICU HRPZII. Dah dapat vaksin dan ada DM.",,,
"@inayahhilya Oposisi sama petahana dalam hal ini sama aja, terbelah jadi dua

Di dua kubu tsb, sama2 ada yg percaya dgn prokes ketat demi mewujudkan zero covid, dan ada jg yg pro herd immunity dengan/tanpa vaksin tanpa harus menerapkan prokes ketat",,,
Duh baru inget besok vaksin kedua.. semoga ga kaya yg pertama kemaren deh kan lagi puasa gabisa makan apa2🥲,Percaya,,
"🥸: Nanti pas vaksin batal ga tuh puasanya?
🙎‍♀️: *langsung googling. Ini boleh kok kata MUI
🥸: Kok gampang banget ngeluarinnya. Halal ga tuh
🙎‍♀️: *dalem hati*. Ya kan MUI orangnya pake ilmu, mereka sekolah tinggi ga kaya kita yang cuma bisa googling. Rasa ingin ngegas weh",Percaya,,
Atok done vaksin while opah tak nak,,,
"Kalau ada vaksin lain selain yang sudah disebutkan diatas, kalau berkenan bisa reply/DM saya vaksin apa.",,,
Vaksin dewasa apa yang sudah kamu ambil?,,,
Vaksin Merah Putih Sudah Masuk Tahap Akhir https://t.co/JDNNWHHNnv @KemenkesRI @BNPB_Indonesia,,,
"@PaopeiSuper @fancyaskingmet1 @yf__zr @inayahhilya @GTMezzomik Vaksin dan DIVOC satu paket.

DIVOC hanya diversion

Vaksin lah the real virus",,,
Hahaha si bodoh ni kata covid hoax tapi paling laju nak vaksin. Mati je lah bang. Buat habis duit aku bayar kau. Cincau https://t.co/DtxH9BZda8,,,
@glrhn Benerrr. Vaksin yg kunanti 😢,,,
"Abah vaksin 1st dose 22/4/21
Abah meninggal 7/5/21
Mengejut dlm tido xde sakit pape",,,
Kena cucuk vaksin pon dapat layanan macam baru lepas beranak. Happy betol. Suruh tido. Suruh rehat. Siapkan makan. Wa okay je. Tak cakid pon.,,,
@AdibahOj @takterqyira @pedoqpop Apa la kau mengarut ni. Beratur je la nak vaksin,,,
GOJO tawar diskaun 10 peratus kepada penerima vaksin #malaysiagazette https://t.co/IYyvYulIjs,,,
"Vaksinasi kedua. Done. 

#vaksin #SVB #BUMN #AyoVaksin https://t.co/pXJmoigs2E",Percaya,,
Terima vaksin tak bermakna anda kebal dan boleh ke mana2 tanpa risau. Covid ni virus selsema yang sentiasa mutasi dari masa ke semasa. Target sekarang adalah herd immunity. So tak kesah la sapa dapat dulu sapa kemudian yg penting target &gt;80% population vaccinated tu tercapai.,,,
patut pun dia dpt vaksin duluuuuu,,,
"Hari ini, ada kuota vaksin sebanyak 400 untuk pegawai H&amp;M dan 400 untuk pegawai Ambarrukmo Plaza. https://t.co/U1PD27lcOj",,,
@syazreeq_ Aku kan praktikal kat pejabat daerah lundu.. Supervisor aku call Tuan D.O..minta kebenaran untuk aku vaksin.. So nya mdh vaksin jak.. So aku register terus..,,,
@shhrfzn Vaksin sdia ad pun xdpt lgi ni😌,,,
"@JKJAVMY hi admin, bagaimana ingin menjadualkan semula suntukan vaksin jika terlepas temujanji ya? (Untuk program PICK, bukan astrazeneca).",,,
"Bahkan dari 28 orang itu, tiga orang yang positif sudah menjalani dua kali vaksinasi

#PositifCovid19 #AcehTimur

https://t.co/sgDNu05z7q",Tidak Percaya,,
#Vaksin Covid-19 Pengaruhi Siklus Menstruasi? - Republika Online #Covid #Covid19 https://t.co/tFf3d45Q0Y,,,
#Kesadaran Menyukseskan Vaksin Warga Bali Belum Cukup Tekan Covid-19 - iNews #Covid #Covid19 https://t.co/Oz0PgPW43M,,,
#Kadisdik Alimuddin Sebut Usai Vaksin Covid-19 Sekolah di PPU Wajib Gelar Pembelajaran Tatap Muka - Tribun Kaltim #Covid #Covid19 https://t.co/PTGRus4m0H,,,
"Syukur bila mana abang aku ni jadi anak fav,so bila apa semua dia kata,parent aku ikut.

So dalam bak vaksin ni,abg aku sbg dr dapatlah halang parent aku terjebak dengan dakyah ² antivaks dalam group ws.",,,
"Kalau la betul sangat vaksin industrial frontliners ni, kenapa nk buat sorok sorok. Asal tak lapor je ? Nampak sangat something fishy. https://t.co/5JycuiRBYm",,,
"@SilumanRi Tolong itu wna cina ditahan
Jangan masuk terus
Ini beli vaksin pakai duit rakyat
Bayar gaji gaji semua yang gaji nya pada ratusan juta juga dari pajak
Setidak tidak nya dengerin lah keluhan rakyat.... 

Stop wna dari cina dan negara yg tinggi kasus covid-19",,,
@dyradyre Tetap ambil vaksin. Tetap akan educate.,,,
Aku rasa macam aku pernah terbaca ada menteri announce siapa yang dah fully vaccinated boleh rentas negeri. Ke aku salah baca hahah. Dah dua bulan ni aku dapat dua dose vaksin.,,,
"betul mat. nak convince org org tua ambil vaksin ni aih

rasa nanti kalau depa demam pening nak suruh depa kutip sendiri herba hutan. pandai² lah https://t.co/drfdv5RxWc",,,
@dilasrhm abang mana satu tu ? asal anti vaksin nau tu,,,
Alhamdulillah dapat family yang bukan macam ni pun satu rezeki. My aunt dah dapat vaksin and my mom tengah tunggu by next week hehe ❤️ https://t.co/ZJKY0iHffx,,,
"Mama, aunties, uncles aku chinese convert. Hidup dikalangan Melayu sedikit sebanyak terpengaruh dgn gerakan tolak vaksin covid19 walaupun mereka bukan spesis antivaksin

Alhamdulillah kami, anak² &amp; sepupu semua berjaya pujuk orang² tua kami

Anak² wajib main peranan penting ✌️ https://t.co/c6hFVhMWY1",,,
@berbie___ roket untuk apa? konflik?nuklir?vaksin?,,,
"Vaksin kedua sebelum lebaran, bukan berarti saya sudah bebas ngunjungin tetangga",,,
@BN4everTN5O @KKMPutrajaya @PDRMsia @MKNJPM Mungkin dia dh kena cucuk 10 jenis vaksin... So dia igt dia keballll...,,,
"Yang MAHA frontliners haruslah yang kerja O&amp;G lagi lagi kalau kerja offshore, hari hari tau up gambar atas oil rig dengan caption acah acah terpaling berkorban tinggal anak bini takut orang lain terlupa dia kerja O&amp;G. So saya setuju mereka diberikan vaksin awal!! https://t.co/NW8RddnqbF",,,
"Cewek yang bikin ilfeel versi gua:

1. Main block.
2. Cakep doang tapi pake Whatsapp MOD.
3. Pake dialect Inggris tapi gak tau tempat.
4. Turun dari parkiran ngaca.
5. Kalau senyum kayak Joker minum vaksin.
6. Sok-sok ngerti brand, padahal cuma pengen akrab sama pengelolanya. https://t.co/0UtZ87Nca6",,,
"LAGU   ,  

CORONA  BUNUH  JUTAAN  ORANG

JANGAN MUDIK , Wajib Vaksin, Wajib Protokol Kesehatan 

https://t.co/dP2Doe3uYt https://t.co/yP8WWsu1WK",,,
"kau duduk rumah tak pegi mana2 dari bulan mac tahun lepas, kemudian dah setahun berlalu, yang berniaga baru nak buat comeback, pelajar baru nak mula belajar di sekolah, vaksin pon dah ada tahun 2021, tapi kerajaan 🤡 membuatkan corona masih hidup di negara kita sampai bila2 https://t.co/ttzbGvsWwj",,,
"Dekat sini boleh nampak sendiri prioriti kerajaan sekarang

Hebahan darurat &gt; vaksin/ covid https://t.co/Qwd2is2JsC",,,
"Mantan chat gini, dulu deg2an, sekarang biasa aja berasa dichat temen. Dia Ke sby vaksin ke 2.😁 https://t.co/tfVj95bXL4",,,
@FWBESS Baru vaksin ya?,,,
@MarkFiq_ Meriah waknat. Orang Sungai Besar semua dah kena 3 dose vaksin agaknya. Barisan nak masuk expo lebih panjang dari barisan nak bayar zakat😅,,,
"tiba2 settle 1 dose vaksin 

alhamdulillah ❤",,,
"Patutnya kena takut covid tu, ni hampa dok terbalik kuang takut kat vaksin tu. Ha punggah",,,
