Tweet,Nilai,,Percaya,,Tidak Percaya
"@null 425,164 individu sudah lengkap dua dos suntikan vaksin COVID-19 - Dr Adham Baba   https://t.co/RgbUmIR9ZK",,,,,
@null KSAD Andika Perkasa Diminta Turun Tangan soal Polemik Vaksin Nusantara Vaksin Nu  https://t.co/yRXumwh4CW,,,,,
"@TofaTofa_id Kalo yang bilang pemerintah dan sistem demokrasi itu thogut, zalim ?

Trus apa relevansinya lg ngomongin sumber, bahan, target vaksin dengan omongan pembandingnya ""kelompok"" yg merujuk ke orang ? https://t.co/xdcbk4RLVZ",,,,,
BPOM Ungkap Asal Usul Komponen Vaksin Nusantara Yang Saat Ini Tuai Kontroversi #Nasional #PennyLukito https://t.co/XeVKazRKH3 https://t.co/NlWenZ7gyC,Tidak Percaya,,,,
@Bandung_Dinkes untuk perusahaan swasta pelayanan publik..bisa daftar vaksin untuk kryawan ?,,,,,
"Wacana China Campur Vaksin COVID-19 Produksinya, Pakar: Itu Wajar https://t.co/qByM2pvusd",,,,,
@norachikot Yesza. Yg tua² da dapat vaksin tu bersidang jela mcm biasa 😒,,,,,
"@tegalfess Wktu bapak aku vaksin kmrn masih sinovac. Tapi skrg katanya udah bukan sinovac, tp yg dari oxf0rd nder.",,,,,
@_pln_id Ayo hilangkan covid dengan vaksin,Percaya,,,,
"jiah udah kena corona, kena vaksin juga. kasian orang indo ni.. https://t.co/sKuJAFT7LB",,,,,
"@amethystgleams abis divaksin taunya umurnya dikit lgi 🤡 buang"" vaksin",,,,,
"@FWBESS Kalau tidak salah vaksin untuk hiv atau penyakit kelamin lainnya itu belum ada, dan untuk cewek biasanya ada vaksin untuk kanker serviks, tp bukan berarti kalau sudah vaksin hpv itu terhindar dr hiv ya, no, ga gitu, tergantung pola hidup dan dilihat lg tertularnya lewat mana",,,,,
"@FWBESS Setahu aku sih gak bisa 1x vaksin doang buat mencegah. Minimal 3x vaksin, pernah diskusi soal ini sama dosenku soalnya, semoga membantu nder",,,,,
"@FWBESS Utk mencegah kanker cerviks dan penyakit krn HPV, namanya vaksin HPV ya nder. Dia butuh 3x suntik dan sekali suntiknya 800-1juta tergantung tempat. Dulu aku kayaknya pake paket vaksin hpv di angsamerah 3,5-an. 
Klo HIV blm ada vaksin jd harus di test terus klo ganti2 pasangan.",,,,,
@Fazd_Lynn Tu ar tuu.atlet pun bape orang je pun tak luak vaksin,,,,,
"@motizenchannel @PutraWadapi Oom tolong deh, mending om dorong para peneliti vaksin nusantara untuk menjelaskan secara transparan seputar proses2x dan hasil2x uji dll yg dicermati @BPOM_RI Tempatkan riset pada porsinya sebagai sebuah upaya saintifik dan jauhkan dari urusan perpolitikan",Tidak Percaya,,,,
Payah kalau orang tak pandai baca dan ulas data keberkesanan vaksin-vaksin dan sebagainya secara saintifik pi buat palatao. 😅 Lepas tu dia pi palatao pulak kat keluarga dan kawan-kawan dia. Melingkup.,,,,,
@FWBESS HIV ga ada jalan lain vaksinnya namanya kondom. Vaksin utk PMS lain kisaran 5jt selama 6bl.,,,,,
"Ayo vaksin, lawan Covid-19 dengan Vaksinasi 

@divisihumaspolri #polripresisi #poldasulsel https://t.co/9e2Vp2lgGd",Percaya,,,,
@utiwldr Coba di vaksin rabies dulu,,,,,
"Jadi, selama vaksinnya tidak lewat rongga mulut, kubul dan dubur atau rongga badan yang terbuka, vaksin aman dan tidak membatalkan puasa. Karena pemberian vaksin tidak dianggap sebagai makan dan minum.",Percaya,,,,
"Karena ada laporan pembekuan darah. Food and Drug Administration serta Center for Disease Control Amerika Serikat, merekomendasikan penghentian sementara penggunaan vaksin Johnson &amp; Johnson. Penghentian sementara vaksin dosis tunggal untuk tekan penularan kasus COVID-19 ini. https://t.co/5lDXwfmk39",Tidak Percaya,,,,
"Beres vaksin ke-2 waw banget rasanya.. tangan yg disuntik sakit, ngantuk parah sama badan kerasa lelah pengen rebahan..
Apalagi kayaknya hari ni mau dapat, dah kerasa ngk nyaman ni perut.. pen WFH aja 😭😭😭",,,,,
"Dalam pola makan Food Combining, untuk case-case yang bisa dipersiapkan, kami biasa mempersiapkan diri dengan jus sayur dan buah sehingga tubuh lebih kuat dan proses penyembuhan lebih cepat. 

Cara ini pula yang digunakan untuk mempersiapkan diri agar vaksin aman.",,,,,
"Tips Tetap Sehat dan Bugar Vaksin saat Puasa

Thread ini hasil ngumpulin pengalaman teman-teman mempersiapkan tubuh untuk menerima vaksin.",,,,,
"Pro Kontra Vaksin Merah Putih, 40 Anggota DPR Jadi Relawan, BPOM Ragu, hingga Jawaban Peneliti https://t.co/wchHXjiSPC via @tribunnews",Tidak Percaya,,,,
"@TirtoID Gpp bagus, indonesia hebat bisa bikin vaksin. Tapi ini khusus vaksin nusantara diberikan untuk politikus aja ya.. untuk masyarakat pakai yg lain aja..oke?",,,,,
"Ya vaksin nusantara aja belom lolos uji klinis fase 1, kok mau disamain sama yang udah uji klinis fase 3 (yang brarti udah lolos fase 1,2). Emangnya pak terawan tu direshuffle karena dia yang pengin? Nggak semua yang berbau indonesia tu hrs dibela mati-matian lah sobat overproud.",Tidak Percaya,,,,
"@FWBESS Yang saya tahu harga kisaran +- 1,5 jt nama vaksin nya HPV",,,,,
@TirtoID Ini vaksin yg mencatut nama UGM,,,,,
Vaksin pertama https://t.co/CtF1Rv3rBg,,,,,
Jaksa Federal di Brazil sedang menyelidiki laporan yang menyebut ada yang menukar emas hasil pertambangan ilegal dengan Vaksin COVID-19 di cagar alam Yanomami. https://t.co/N5PZ94N4Qc,,,,,
"Sudah Ada Fatwa MUI, Fahira Idris: Warga Yang Sudah Terjadwal, Jangan Ragu Disuntik Vaksin, baca @rmol_id
https://t.co/ohy6E6XtoE",Percaya,,,,
vaksin barter emas https://t.co/AvNvpBcdf6,,,,,
Laju gila bosnia daftar mysejahtera terus dapat vaksin padahal aku daftar lama gila tak dapat dapat lagi. Mungkin depa sana majoriti warga emas dan orang berisiko tinggi kot atau mungkin depa frontliner kita,,,,,
@meybedey 2 tahun lepas vaksin plg cepat bru setel..,,,,,
@FWBESS vaksin hpv 1 dosisnya 800-1jt. perlu 3 dosis dalam 6 bulan sih. jadi siapin 4jt juga sama biaya dokternya,,,,,
"@FWBESS Setau gue kalo vaksin buat pms dan hiv belom ada, safe sex aja, cmiiw",,,,,
"Anggota DPR RI Jadi Relawan Vakin Nusantara, Epidemiolog Minta Pemerintah Tindak Tegas https://t.co/U9FBrcf48S",,,,,
"Udah gagal ngatasin covid-19,lah sekarang mau bikin vaksin buat covid-19 👍 https://t.co/UpCTElhfpg",Tidak Percaya,,,,
"@Khairykj MAIN NOMBOR KE?
CAbutan ke berapa ni?
 Reality berapa ramai rakyat di vaksin?",,,,,
"Lama amat kami nganti lutur,jampat gik ke ngejek bala frontliners ngau org tuai,org ke ngai ngambi vaksin lak ke aja..ngelak ke org bukai ke ka..kami tu ka kesana kesini munyi ko abah 😬🐔🤟🏻 https://t.co/RGR5vppeN9",,,,,
"@fitrian alhamdulillah, jadi lega kalau ada fatwa begini, Mbak. Aku belum ada jadwal vaksin sih, masih nunggu.",Percaya,,,,
"@JKJAVMY hello. Saya pernah dengar, kalau duduk serumah, dan e.g. ayah saya dapat appt untuk vaksin, kita boleh memohon di vaksin bersama. Benar tak?",,,,,
"[TERKINI] Menteri Penyelaras Program Imunisasi COVID-19 Kebangsaan, @Khairykj sahkan @MKNJPM setuju beri kebenaran kepada seorang ahli keluarga utk rentas negeri bertujuan membawa tanggungan (khususnya ibu bapa berumur) ke janji temu dapatkan suntikan vaksin COVID-19. @501Awani",,,,,
vaksin belom yg positif nambah,,,,,
@hipohan @eemom73 ...untung gw blum di vaksin..,Tidak Percaya,,,,
Penerima vaksin COVID-19 RI bertambah 103.543 menjadi 10.477.506 orang - ANTARA News Jawa Barat https://t.co/AarmeRUwDQ,,,,,
"Sepatutnya bingkai tu tulis, ""Bosnia telah diberikan vaksin, anda bila lagi?"" https://t.co/Ime8UeRsQW",,,,,
"Vaksin Nusantara tengah menuai pro dan kontra. Sejumlah anggota komisi IX DPR, mengikuti uji klinis fase kedua, di RSPAD Gatot Subroto. Sementara BPOM meminta penelitian vaksin dihentikan sementara, karena tak memenuhi syarat uji klinis fase pertama.

https://t.co/LOY4Zs8wL5 https://t.co/3JITppfeNa",Tidak Percaya,,,,
Johnson &amp; Johson tunda distribusi vaksin di Eropa https://t.co/FkbRJ2cQa9 https://t.co/aroTcK1WSF,Tidak Percaya,,,,
@NarasiNewsroom Yaudah suruh @BPOM_RI  aja yang bikinnya... Biar sesuai standar.. biar vaksin gak beli dari negara lain,,,,,
@dhanangpuruhita Vaksin nusantara ini baru sejak ide aja udah kontra. Mungkin ada kepentingan lain diluar medis yang kita ga tau.,Tidak Percaya,,,,
"@revanheryan08 @Syarman59 @na_dirs @BPOM_RI Gak ada soal persaingan bisnis
Kalau penelitian nya terbuka pasti di dukung kok
Buktinya ini dokter selalu kontroversi, mulai dari Menkes yg ngilang selama pandemi sampai akhirnya di pecat, sampai vaksin yg tiba"" jadi

Kalau vaksin lokal, kita ada vaksin merah putih",,,,,
Hahahaha berapa banyak golongan diutamakan dah ni. Tapi vaksin yillek. https://t.co/2RQRy4r5jh,,,,,
"Tim buzzer ini mendorong (ulang) percakapan vaksin nusantara sejak 13 April. Sumber awalnya, tulisan DI. 

Salah besar menabrakkan isu nasionalisme di kasus ini, karena ada Vaksin Merah Putih yang sedang dalam pengembangan. 

Ini bukan perkara nasionalisme. Ini ambisi pribadi. https://t.co/Lp29edEuuH",,,,,
"Ada 6 lembaga yang sedang bekerja untuk memproduksi vaksin Covid-19 Merah Putih:
1. LBM Eijkman,
2. Unair,
3. LIPI,
4. ITB,
5. UI dan
6. Universitas Gadjah Mada (UGM). PT Bio Farma sudah siap jadi pihak manufacturing- nya.

@KemenkesRI
https://t.co/QYdQyY8Ydb via @indozonemedia",,,,,
guru guru gue pd lgi vaksin bjir,,,,,
@TheArieAir Jangan2 vaksin palsu lagi 😊,Tidak Percaya,,,,
"@Khairykj @MKNJPM Tlg cepatkan proses vaksin
Kami nak rentas negeri ni, tp neelofa masih xkena saman. Yb bole tlg cepatkan proses x",,,,,
Kepala RSPAD Ungkap Peran Anggota DPR RI di Uji Coba Vaksin Nusantara #Nasional https://t.co/A9ltfLLzhH https://t.co/K107nkWUg3,,,,,
@DTGM_Harianja @KompasTV Moga² juga pengujian vaksin nusantara juga bisa ttep taat asas &amp; prosedur yak.. hehe,,,,,
"Merasa pusing, mual atau lapar setelah disuntik vaksin COVID-19? 

Tenang, hal ini termasuk kejadian yang wajar sebagai bentuk respons tubuh terhadap vaksin yang disuntikkan. Namun apabila kamu mengalami gejala serius segera melaporkan kejadiannya ke fasyankes terdekat. https://t.co/EdYTqiLuyf",,,,,
Kepala gue pusing bgt ini ngaruh dari vaksin gasi???😭,,,,,
"@FWBESS Paling vaksin cerviks buat cewe, untuk mencegah kanker cerviks",,,,,
Eh tp elok la kita sedekah dulu stok vaksin kita ke Bosnia. Kesian rakyat sana kan. https://t.co/5t86IAXHEc,,,,,
11.00 #BeritaSONORA - Kekacauan informasi terkait penerimaan vaksin Nusantara oleh DPR dianggap sebagai langkah politisasi vaksin oleh DPR. https://t.co/Hdifqrfhqy via @kompascom,Tidak Percaya,,,,
Oke giliran vaksin ya w,,,,,
Jadi sekarang kita harus vaksin karena vaksin aman. Selain itu kita bisa membantu pemerintah untuk mewujudkan kekebalan kelompok agar bisa terbebas dari pandemi.,Percaya,,,,
Vaksinasi dengan suntikan tidak membatalkan puasa sebab tidak melalui rongga mulut. MUI menyatakan vaksinasi dengan cara injeksi seperti pemberian vaksin tidak akan membatalkan puasa. Vaksin aman jadi seluruh masyarakat jangan khawatir sebab vaksin itu tidak membatalkan puasa.,Percaya,,,,
@Khairykj @JKJAVMY @MKNJPM Tolonglah cepatkan sikit suntik vaksin ni.. sekarang dah lebih 40 hari sejak vaksin pertama dicucuk kat @MuhyiddinYassin tapi bilangan orang yang divaksin tak sampai 700 000 lagi!,,,,,
"BPOM memperingatkan Vaksin Nusantara bisa membahayakan kesehatan nyawa manusia, tapi eks Menteri Kesehatan Terawan mengabaikannya.

https://t.co/FZxpx70M8Z",,,,,
"Ramai Politisi Ikut Vaksin Nusantara, Rocky Gerung: Terlihat Ada Semacam Pemberontakan Diam-diam https://t.co/7qEJ6LbTMp",Tidak Percaya,,,,
"@Syarman59 @na_dirs @BPOM_RI Gak ada juga sih yg bilang vaksin sinovac dari dalam negeri 😅
Bahkan biofarma yg bikin aja gak bilang kalau itu vaksin punya dia karena bahan bakunya dari cina semua 😅",,,,,
"@indria_vitri Oh gitu, ibuku di atas 60 si kemarin ga ada efek emang. Terus kalo uda vaksin astra di jerman, yg kedua ganti apa mba",,,,,
@KompasTV Nama vaksin nusantara.tapi semua bahan dan cara bikinnya semua punyanya amerika.disini banyak yg terjebak karya anak bangsa.Semua bahannya impor dari amerika serikat,,,,,
"Kepulauan Solomon telah menerima satu gelombang vaksin COVID-19 Sinopharm Tiongkok, menjadikan Kepulauan Solomon sebagai negara kepulauan Pasifik pertama yang mendapatkan vaksin COVID-19 dari Tiongkok melalui jalur bilateral https://t.co/Cxm4TlwP1v",,,,,
@faziramstffa Mintak2 cepat dpt vaksin nak travel 😭,,,,,
"Dukung Kompetisi Sepak Bola Copa America 2021, Sinovac Sepakat Kirim 50.000 Dosis Vaksin Covid-19 https://t.co/htLVGgXb86",,,,,
"#MGTNews  Mantan Panglima TNI Jenderal (Purn) Gatot Nurmantyo menyatakan, dirinya ikut menjadi relawan uji klinis vaksin Nusantara yang diprakarsai mantan Menteri Kesehatan Terawan Agus Putranto. https://t.co/e3xiP4XXBz",Percaya,,,,
Penduduk Singapura Boleh Pilih Sendiri Jenis Vaksin COVID-19 | SYOK:  https://t.co/IL3q6y22Xu,,,,,
"Pertama kali ikut event vaksin, peserta setelah vaksin berfoto dan selalu blg "" buka masker aja kan udah d vaksin""....hmmm",,,,,
@cyjwj9694 Hah? Gimana? Nggak jadi vaksin gitu maksudnya??? Kok gitu?,Tidak Percaya,,,,
"@dokterapin Bingung..apakh gak ada efek samping divaksin dgn jenis merk vaksin yg berbeda?,setahu saya anggota DPR kan sdh pada pernah divaksin menggunakan sinovac",,,,,
"“..predicted gelombang ke-4”

pastuu..? kurang sikit people queue for vaksin sebab body dah produce vaksin?",,,,,
Laaaa tiberrr tak cukup... yang kau pi bantai hanto 50k bekalan vaksin ke Bosnia tu buat apa? https://t.co/cfWIYDSiEB,,,,,
"Juru Bicara Vaksinasi Covid-19 Kementerian Kesehatan, Siti Nadia Tarmizi, mengatakan, per 4 April 2021, total ada 12,5 juta vaksin Covid-19 telah diberikan. Cakupan dosis itu sudah 21,33% dari target 40 juta sasaran pada tahap satu. https://t.co/8amM61z4fp",,,,,
"Jadi penasaran, berapa sih harga vaksin kopid? Koq sudah ada yg bisa - ya memang golongan sultan sih.. tapi nyatanya ‘bisa’",,,,,
"@septian Beli vaksin yang dimonopoli Negara maju secara etis bermasalah, teknis juga bermasalah AZ disuspend di berbagai Negara - clot problems, Sinovac efficacy 50% (rendah) dan akan dibuat ketergantungan terhadap produsen karena harus divaksinasi per tahun. Kenapa tidak DIY vaksinnya?",,,,,
"Ayo vaksin, lawan Covid-19 dengan Vaksinasi 

@divisihumaspolri #polripresisi #poldasulsel https://t.co/xWhKh8NTw1",Percaya,,,,
"Akhirnya nemu depan biji mata gue sendiri dokter tapi anti vaksin... ya kalo buat lo dan keluarga lo sendiri sih gue mah sabodo teuing tapi kan gara2 statment elu, gue jadi gak bisa divaksin dan ditolak.... suka aneh2 emang.",,,,,
Vaksinasi saat puasa tidak membatalkan justru fungsi vaksin akan memperkuat imun karena puasa berfungsi sebagai detoksifikasi.,,,,,
@bartbhrdn Dorg fikir negara lain tu bawah tanggunjawab dorang juga ka? Eii bongok..rakyat masih tersidai menunggu vaksin..,,,,,
"Fungsi vaksin merangsang pembentukan sistem antibodi untuk mengenali jenis virus SARS Cov2 ini yg menyebabkan penyakit covid 19

jadi kalo kalian sudah pernah berpengalaman terpapar dan saat ini misih idup itu artinya antibodi anda sudah terbentuk

ga perlu vaksin lagi",Percaya,,,,
"vaksin, swab, rapid, masker = cuan",Tidak Percaya,,,,
"@stroberikai wkwk aku jam terakhir free nih kai, guru2 lagi pada vaksin",,,,,
"Udh ada jadwal vaksin dari tempat kerja tapi dipotong cuti, mana vaksin nya 2x dipotong cuti 2x meuni lebarr ihh",,,,,
Mini icu kawal vaksin lansia https://t.co/FguWIKVEgx,,,,,
Mafia Vaksin VS Terawan.,,,,,
"Alhamdulillah puas masuk hari ke 3. Semoga makin lancar dan kuat ya sampai akhir Ramadan.

Vaksinasi Covid-19 msh terus berjalan dan Vaksin Aman diberikan selama berpuasa. Kok bisa?

Sebuah utas...",Percaya,,,,
@hendurarara @HaryoKuus @yunartowijaya Soai vaksin ini kah? https://t.co/goWechqPzX,,,,,
"@baaeeq_ Baru 1 ndin 
Kmu udh vaksin blm? Kan diabd ada ndin",,,,,
"71,4% Relawan uji klinik vaksin Nusantara alami kejadian tak diinginkan https://t.co/laQbDGdg0y #Terbaru #berita #kontan #live",,,,,
"Apa sih yang membuat sejumlah anggota DPR ramai-ramai disuntik vaksin nusantara?

https://t.co/T7oWtJSIlA",Tidak Percaya,,,,
"BPOM: Secara Etika, Vaksin Nusantara Harus Diuji Ke Hewan Sebelum Ke Manusia https://t.co/NeHz0nSU70",,,,,
@Erick_Coolz @KompasTV Bukan karya bakti anak bangsa.semua bahan vaksin nusantara dari amerika serikat.terawan kan ke amerika utk pegang distribusi vaksin ini.bukan putra putri ind yg bikin/ciptakan,,,,,
yang menginisiasi dan yang maksa produksi dan penggunaan Vaksin Nusantara ini kudu dihukum mati dan keluarganya dimiskinkan sih. Jahat banget men. https://t.co/9Ac64zTIPY https://t.co/cWC5Ir0lfS,,,,,
"Gw sih penasaran endingnya gimana soal Vaksin Nusantara Pak Terawan ini. Kalo nanti ternyata lebih efektif, apa pemerintah ngga malu?",,,,,
@indanasiaa Kayanya yg pasti gaboleh vaksin yg kaya gini https://t.co/7ywNtecmIF,Tidak Percaya,,,,
Keputusan tersebut disampaikan seiring temuan kemungkinan dengan kasus pembekuan darah. https://t.co/BqLRkeGjIV,Tidak Percaya,,,,
"Derma lagi vaksin, derma la. https://t.co/kcE89Z7mM9",,,,,
"Please help support Sudah Vaksin, add a #Twibbon now! https://t.co/uzEyvJE0UL",Percaya,,,,
"dosenku tiap ngajar ""udah di vaksin belom?""",,,,,
"kata mamak, kalo aku bisa pulang nanti bakal dicariin sisaan vaksin di klinik temennya ayah🙂
jadi tertarik nihh🙂",,,,,
"Vaksin aman, Satgas penanganan menegaskan pelaksanaan vaksinasi akan terus dilakukan selama bulan Ramadhan dengan memperhatikan kondisi penerima vaksin yang sedang menjalankan puasa. https://t.co/VcTLJhTWiy",Percaya,,,,
"dapet jadwal vaksin tengah hari bolong gini
mana di senayan😩",,,,,
@syurliasyu EH SERIUS TU VAKSIN UDAH DIJLEB KE SESE BAPAK??,,,,,
"@GhaussadaV @MrsRachelIn 😁Dan, kalau vaksin nusantara ternyata aman dan bisa dipakai utk melawan covid-19, pastinya oknum2 yg hobi impor alkes dan vaksin bkln gak punya pemasukan. Jd, wajar mereka sinis thd vaksin buatan dr.Terawan..",,,,,
SosRep-USRep Connection. https://t.co/pLts7fGn56,,,,,
"@MrsRachelIn IDI terlalu lancang, anggota DPR pun banyak dokter yg hebat yg mengerti ttg vaksin, jd jangan sok hebat seolah olah IDI yg paling tahu ttg vaksin, apalagi vaksin nusantara dibuat putra Indonesia yg tingkat pendidikan nya sangat timggi, jd tdk ada alasan menyepelekan vaksin nusant",,,,,
LEPAS TU PERGI DERMA VAKSIN KAT NEGARA LAIN BUAT APA?! https://t.co/raQnZyONWG,,,,,
"Hahaha, sampe segininya promo vaksin https://t.co/lMx3Nuwf7u",,,,,
"Walikota Surabaya, Eri Cahyadi mengutip fatwa MUI bahwa vaksinasi di siang hari tidak akan membatalkan puasa. Masyarakat diharapkan untuk tidak khawatir mengikuti vaksin, vaksin aman. Jokowi meminta agar masyarakat sukseskan vaksinasi ini.",Percaya,,,,
Lain mace kenaling nk ambk vaksin 🥴🥴,,,,,
"Ramai Politisi Ikut Vaksin Nusantara, Rocky Gerung: Terlihat Ada Semacam Pemberontakan Diam-diam https://t.co/mJWB4Xrtlc lewat @Repelita",Tidak Percaya,,,,
"@revanheryan08 @TyasZain @RodriChen bikin vaksin itu ga cukup cuma berdasarkan tujuan baik, ada kaidah &amp; prosedur yang harus ditaati lah biar vaksinnya aman. sesat berfikir",Tidak Percaya,,,,
Alaa ramai je kerani kkm dah dpt vaksin,,,,,
"Presiden Jokowi Targetkan 70 Juta Warga Indonesia Sudah Disuntik Vaksin Covid -19 Bulan Juli
 &gt;&gt;&gt;https://t.co/1DV6nOwd0n",,,,,
Turki sumbangkan vaksin Covid-19 kepada Libya https://t.co/kq0RQh6xOV https://t.co/3koVASBEXH,,,,,
"Gabung yuk. Kita diskusikan kabar vaksin Nusantara bersama @rmol_id 

@FraksiPKB @DPP_PKB 
#NdukNik #NihayatulWafiroh https://t.co/v2S4WLhfw5",,,,,
"berita sekarang memang aim dia untuk orang buka puasa awalkah?=_=
haritu bangga derma vaksin dengan negara lain, rupanya vaksin untuk rakyat sendiri ntah ada ka nda. silap2 next year pun belum tentu sampai 50% yang kena vaksin kalau begini. https://t.co/Z4jflv7REm",,,,,
@lavivrie oiaaaa hahahahha mgkn efek vaksin,,,,,
"Ayo vaksin, lawan Covid-19 dengan Vaksinasi 

@divisihumaspolri #polripresisi #poldasulsel https://t.co/SkmIgwFcKJ",Percaya,,,,
@amirah_azhari Wow bestnya dah vaksin,,,,,
"Hmmm !!! Terawan maju terus uji klinis Vaksin Nusantara di tengah sikap kontroversi BPOM, Anggota DPR RI jadi relawan https://t.co/wnEXML7z4L",Percaya,,,,
